113.275128,23.117633
113.177516,23.426931
113.322082,23.166966
113.532512,23.593680
113.599693,23.545329
113.303601,23.155071
113.322256,23.162492
113.219459,23.097060
113.220240,23.104881
113.196641,23.074992
113.209708,23.073380
113.219071,23.054607
113.251147,23.158434
113.343957,23.146492
113.223999,23.297539
113.579241,23.553745
113.432709,22.957113
113.249011,23.076163
113.180778,23.068917
113.227264,23.092023
113.342232,22.937036
113.578764,22.803271
113.288502,23.253378
113.219506,23.359482
113.365179,22.946536
113.365263,22.936507
113.545965,23.113888
113.284066,23.230568
113.535712,23.094921
113.399038,23.153622
113.535119,23.065057
113.816258,23.258781
113.515987,23.080114
113.272673,23.096911
113.437019,23.188683
113.447487,23.445691
113.253591,23.065022
113.224514,23.080649
113.281704,23.066366
113.237787,23.206591
113.280858,23.232976
113.520805,23.352100
113.573003,23.275713
113.521102,23.183466
113.245353,23.047404
113.232892,23.076157
113.292032,23.079280
113.544052,23.093481
113.311762,23.128308
113.242775,23.171258
113.507680,22.825237
113.258180,23.207327
113.369820,22.937627
113.362556,22.932184
113.300157,23.328626
113.289330,23.140032
113.328201,23.098714
113.259374,23.137955
113.239754,23.167917
113.500669,23.082489
113.464724,23.136633
113.504170,23.174115
113.344401,23.175901
113.514445,23.061776
113.371695,22.924639
113.547927,22.703144
113.324082,23.158691
113.278352,23.207395
113.253566,23.191243
113.274156,23.224505
113.334610,23.116621
113.371022,23.133914
113.485598,22.771634
113.364134,22.930750
113.235048,23.208351
113.380672,23.128669
113.260727,23.119469
113.844979,23.286773
113.261069,23.112661
113.257455,23.114167
113.239816,23.099349
113.266896,23.123627
113.255009,23.102509
113.416224,23.192959
113.305196,23.222438
113.250779,23.170469
113.333249,23.190951
113.240720,23.258463
113.377447,23.168325
113.353372,22.917693
113.458226,22.851845
113.237548,23.167048
113.318272,23.137726
113.325240,23.205747
113.268049,23.131565
113.233278,23.154543
113.363730,22.910831
113.558167,22.770008
113.257431,23.097916
113.273362,23.194083
113.260184,23.055413
113.580085,23.158712
113.202404,23.054248
113.271427,23.226064
113.277851,23.087721
113.328933,23.116346
113.313260,23.127408
113.274204,23.041637
113.379174,22.960294
113.238331,23.203397
113.345680,23.172725
113.393363,22.938273
113.211761,23.420782
113.326143,23.147234
113.322082,23.166966
113.334037,23.139482
113.315264,22.974457
113.461456,23.171075
113.825440,23.132867
113.295541,23.134807
113.202311,23.054175
113.341101,22.927264
113.311497,23.098215
113.333338,23.115741
113.221094,23.363225
113.352588,22.950418
112.968979,23.437472
113.252091,23.396551
113.541140,23.095492
113.237128,23.364599
113.228144,23.364827
113.218919,23.360704
113.231045,23.355398
113.226439,23.354928
113.406560,23.405300
113.309480,23.029783
113.235922,23.372966
113.283543,23.091257
113.232795,23.361729
113.369521,23.115575
113.382327,23.101430
113.302069,23.089353
113.331003,23.121897
113.326695,23.180544
113.290982,23.083844
113.339132,23.116748
113.233888,23.361619
113.218131,23.360482
113.223363,23.364628
113.217362,23.363478
113.231097,23.368627
113.223399,23.354808
113.531956,22.843854
113.330335,22.984352
113.372064,22.918502
113.411611,23.046130
113.395322,23.002756
113.294647,23.012490
113.256244,23.223796
113.229640,23.384270
113.231110,23.341080
113.579465,23.544472
113.256147,23.414431
113.377729,22.962841
113.168921,23.373785
113.382736,23.162493
113.485525,23.577278
113.411500,23.157736
113.278753,23.118938
113.304949,23.236708
113.466782,23.008770
