步行最短距离（m）,步行最短时间（s）,公共服务设施名称,ID,距离分类,权重,纠正后权重
1275,1020,京东便利店,1,0.08,0.65,0.052
1123,898,百果园(濠景城店),1,0.08,0.65,0.052
1123,898,美宜佳(濠景城店),1,0.08,0.65,0.052
1137,910,维客佳便利店(和一二路店),1,0.08,0.65,0.052
54,43,好运来(便利店),2,1,0.65,0.65
77,62,锦隆批发,2,1,0.65,0.65
117,94,天天惠百货特卖场,2,1,0.65,0.65
92,74,和兴庄商贸,2,1,0.65,0.65
117,94,京东便利店,2,1,0.65,0.65
127,102,明盛百货特卖场,2,1,0.65,0.65
183,146,海纳百佳,2,1,0.65,0.65
145,116,信购便利店,2,1,0.65,0.65
184,147,美宜佳,2,1,0.65,0.65
151,121,易便利店,2,1,0.65,0.65
187,150,百佳购便利店,2,1,0.65,0.65
631,505,坤红生活超市,2,0.9,0.65,0.585
203,162,裕鑫商行,2,1,0.65,0.65
177,142,易站(和一店),2,1,0.65,0.65
173,138,深圳市宝安区幸福为民便利店,2,1,0.65,0.65
197,158,天福便利店(深圳沙井和二店),2,1,0.65,0.65
200,160,百胜佳,2,1,0.65,0.65
193,154,中原百货,2,1,0.65,0.65
250,200,诚待客便利店,2,1,0.65,0.65
206,165,美惠多,2,1,0.65,0.65
233,186,家旺百货,2,1,0.65,0.65
184,147,快乐为民,2,1,0.65,0.65
233,186,家乐通,2,1,0.65,0.65
239,191,喜尊商行,2,1,0.65,0.65
257,206,维客佳(7550276铭龙分店),2,1,0.65,0.65
508,406,嘉华乐百货文具,2,0.9,0.65,0.585
283,226,中原商行,2,1,0.65,0.65
312,250,利记隆江猪脚饭,2,1,0.65,0.65
297,238,美益宜,2,1,0.65,0.65
366,293,7点便利店,2,1,0.65,0.65
552,442,鑫辉百货(海滨华城南),2,0.9,0.65,0.585
345,276,新汇便利店,2,1,0.65,0.65
855,684,华泰百货,2,0.55,0.65,0.3575
560,448,喜仕多,2,0.9,0.65,0.585
905,724,开心水果店,2,0.25,0.65,0.1625
324,259,鸿运百货,2,1,0.65,0.65
959,767,阳光便利店,2,0.25,0.65,0.1625
847,678,沙井和一一路27号一3,2,0.55,0.65,0.3575
566,453,好家福便利店,2,0.9,0.65,0.585
342,274,小霸王便利店,2,1,0.65,0.65
332,266,红康便利店,2,1,0.65,0.65
339,271,美宜佳,2,1,0.65,0.65
292,234,佳客维,2,1,0.65,0.65
389,311,鑫辉百货,2,1,0.65,0.65
855,684,胖子便利店,2,0.55,0.65,0.3575
424,339,快乐为民,2,1,0.65,0.65
419,335,佳兴隆批发部,2,1,0.65,0.65
413,330,江豪百货,2,1,0.65,0.65
392,314,维客佳(旺佳烟酒分店),2,1,0.65,0.65
437,350,上好便利店,2,0.9,0.65,0.585
486,389,优鲜水果店,2,0.9,0.65,0.585
508,406,1号店便利店,2,0.9,0.65,0.585
520,416,鸿运来便利店,2,0.9,0.65,0.585
449,359,鑫辉百货,2,0.9,0.65,0.585
506,405,黄氏便利店,2,0.9,0.65,0.585
732,586,福佳百货,2,0.55,0.65,0.3575
466,373,优聚便利店,2,0.9,0.65,0.585
679,543,幸福之家便利店,2,0.55,0.65,0.3575
484,387,雄发商贸行,2,0.9,0.65,0.585
686,549,佳旺便利店,2,0.55,0.65,0.3575
682,546,绿色果园,2,0.55,0.65,0.3575
599,479,富强批发部,2,0.9,0.65,0.585
497,398,宜家便利店,2,0.9,0.65,0.585
599,479,福家百货(和一中路),2,0.9,0.65,0.585
573,458,天天便利店(和二二路),2,0.9,0.65,0.585
547,438,好多多连锁便利店,2,0.9,0.65,0.585
534,427,佳兴批发部,2,0.9,0.65,0.585
574,459,永佳便利店,2,0.9,0.65,0.585
532,426,京东便利店,2,0.9,0.65,0.585
1110,888,优品屋,2,0.08,0.65,0.052
585,468,维客佳,2,0.9,0.65,0.585
624,499,乐购(和一二路店),2,0.9,0.65,0.585
600,480,晨阳便利店,2,0.9,0.65,0.585
729,583,好运多便利店,2,0.55,0.65,0.3575
644,515,林祥便利店,2,0.9,0.65,0.585
790,632,喜悦购便利店,2,0.55,0.65,0.3575
794,635,家家福生活超市(沙井店),2,0.55,0.65,0.3575
836,669,优优便利店,2,0.55,0.65,0.3575
761,609,美宜家便利店,2,0.55,0.65,0.3575
824,659,美好10分,2,0.55,0.65,0.3575
823,658,深圳市宝安区沙井便利店,2,0.55,0.65,0.3575
877,702,志成百货,2,0.25,0.65,0.1625
917,734,美佳乐,2,0.25,0.65,0.1625
814,651,和一好万年和明幼儿园便利店,2,0.55,0.65,0.3575
823,658,正佳百货,2,0.55,0.65,0.3575
863,690,E米鲜生,2,0.55,0.65,0.3575
918,734,天猫小店,2,0.25,0.65,0.1625
922,738,维奥佳便利店,2,0.25,0.65,0.1625
859,687,新一代万众百货(和二二路店),2,0.55,0.65,0.3575
699,559,骏兴商行,2,0.55,0.65,0.3575
933,746,阳光便利店,2,0.25,0.65,0.1625
1051,841,期凤便利店,2,0.25,0.65,0.1625
870,696,快乐为民,2,0.25,0.65,0.1625
934,747,家得福百货,2,0.25,0.65,0.1625
949,759,小颜便利店,2,0.25,0.65,0.1625
1006,805,开心便利店,2,0.25,0.65,0.1625
898,718,阿里之门(和一分店),2,0.25,0.65,0.1625
949,759,世纪全家福(锦程店),2,0.25,0.65,0.1625
889,711,全场2元店,2,0.25,0.65,0.1625
1029,823,嘉盛果业,2,0.25,0.65,0.1625
988,790,红日便利店,2,0.25,0.65,0.1625
901,721,宜号便利店,2,0.25,0.65,0.1625
1018,814,沙井福来客便利店,2,0.25,0.65,0.1625
936,749,喜洋洋便利店(锦程路店),2,0.25,0.65,0.1625
929,743,馋嘴猫野生糖炒栗子,2,0.25,0.65,0.1625
992,794,美宜佳(和一社区店),2,0.25,0.65,0.1625
1154,923,永发便利店,2,0.08,0.65,0.052
1148,918,人人乐便利店(锦程路店),2,0.08,0.65,0.052
956,765,罗兰鑫便利店,2,0.25,0.65,0.1625
954,763,维客佳,2,0.25,0.65,0.1625
1026,821,吉祥百货(和二二路店),2,0.25,0.65,0.1625
958,766,锦程便利店,2,0.25,0.65,0.1625
1074,859,吕记便利店,2,0.25,0.65,0.1625
1089,871,佳选百货商行,2,0.08,0.65,0.052
1082,866,阿里之门(和一分店),2,0.25,0.65,0.1625
1089,871,佳选24小时便利店,2,0.08,0.65,0.052
1113,890,好运来便利店(和二一路),2,0.08,0.65,0.052
1110,888,新家乐百货,2,0.08,0.65,0.052
1136,909,家乐通(和一一路分店),2,0.08,0.65,0.052
1156,925,六一便利店,2,0.08,0.65,0.052
1155,924,兴盛百货批发部,2,0.08,0.65,0.052
1263,1010,金源便利店,2,0.08,0.65,0.052
1151,921,士多利便利店,2,0.08,0.65,0.052
1166,933,粤丰百货(和二一路店),2,0.08,0.65,0.052
1173,938,Cp1+1,2,0.08,0.65,0.052
1182,946,小溪便利店,2,0.08,0.65,0.052
1159,927,美宜佳(宝安沙井和二路店),2,0.08,0.65,0.052
1172,938,好运来便利店(大王山工业一路店),2,0.08,0.65,0.052
1209,967,美佳乐便利店,2,0.08,0.65,0.052
1299,1039,阿明便利店,2,0.08,0.65,0.052
1204,963,众欣士多店,2,0.08,0.65,0.052
1204,963,海润万佳便利店,2,0.08,0.65,0.052
1206,965,果然好汁水果百货,2,0.08,0.65,0.052
1277,1022,阿里之门,2,0.08,0.65,0.052
1251,1001,惠美佳,2,0.08,0.65,0.052
1109,887,万宁超市,2,0.08,0.65,0.052
1178,942,海润万佳百货,2,0.08,0.65,0.052
1181,945,美宜佳(建安路店),2,0.08,0.65,0.052
1207,966,新福天,2,0.08,0.65,0.052
1227,982,鑫辉百货(建安路),2,0.08,0.65,0.052
1224,979,金星便利店,2,0.08,0.65,0.052
1297,1038,阳光士多店,2,0.08,0.65,0.052
6,5,佰乐佳便利店,3,1,0.65,0.65
59,47,易好家,3,1,0.65,0.65
118,94,华泰百货,3,1,0.65,0.65
80,64,二喜哆哆便利店,3,1,0.65,0.65
149,119,好又来便利店,3,1,0.65,0.65
102,82,NO.1便利生活每一天,3,1,0.65,0.65
82,66,长义便利,3,1,0.65,0.65
116,93,七星K百货,3,1,0.65,0.65
93,74,美宜佳(宝安沙井后亭东边坑店),3,1,0.65,0.65
91,73,通达批发商行,3,1,0.65,0.65
93,74,国平士多店,3,1,0.65,0.65
161,129,阿里之门,3,1,0.65,0.65
205,164,万家乐百货,3,1,0.65,0.65
130,104,上好便利店(北亭路店),3,1,0.65,0.65
201,161,百汇便利店,3,1,0.65,0.65
148,118,家佳好生活超市(中亭北路店),3,1,0.65,0.65
211,169,美之宝便利店,3,1,0.65,0.65
150,120,美宜佳,3,1,0.65,0.65
181,145,辉记士多店,3,1,0.65,0.65
184,147,SICHIDA,3,1,0.65,0.65
169,135,鑫达便利店,3,1,0.65,0.65
210,168,喜哆哆便利店,3,1,0.65,0.65
271,217,颂心便利店,3,1,0.65,0.65
295,236,颂公便利店,3,1,0.65,0.65
239,191,快乐为民,3,1,0.65,0.65
233,186,隆兴批发部,3,1,0.65,0.65
270,216,美宜家便利店,3,1,0.65,0.65
307,246,百果园(大埔北路店),3,1,0.65,0.65
331,265,庆沃达便利店,3,1,0.65,0.65
378,302,红杜鹃便利店,3,1,0.65,0.65
359,287,万家福百货,3,1,0.65,0.65
332,266,吉米便利店,3,1,0.65,0.65
333,266,福华便利店,3,1,0.65,0.65
299,239,乐购(中亭东路店),3,1,0.65,0.65
386,309,佳利福百货,3,1,0.65,0.65
337,270,锦源批发商行,3,1,0.65,0.65
405,324,港湾百货,3,1,0.65,0.65
392,314,苏宁小店,3,1,0.65,0.65
391,313,万信达成连锁便利店,3,1,0.65,0.65
494,395,沙松维客佳24小时便利店,3,0.9,0.65,0.585
509,407,广慧百货,3,0.9,0.65,0.585
371,297,美宜佳,3,1,0.65,0.65
406,325,宏发商店,3,1,0.65,0.65
395,316,宅尚便利店,3,1,0.65,0.65
514,411,新乐家生活超市,3,0.9,0.65,0.585
400,320,一加壹便利店,3,1,0.65,0.65
405,324,好运多便利店,3,1,0.65,0.65
394,315,乐钦弘士多店,3,1,0.65,0.65
460,368,华兴通便利店,3,0.9,0.65,0.585
595,476,天天便利店(工业一路店),3,0.9,0.65,0.585
537,430,美谊便利店,3,0.9,0.65,0.585
516,413,湾湾川便利店,3,0.9,0.65,0.585
598,478,诚信便利店,3,0.9,0.65,0.585
547,438,海润万家便利店,3,0.9,0.65,0.585
450,360,旺福佳百货,3,0.9,0.65,0.585
527,422,家家福连锁,3,0.9,0.65,0.585
649,519,欢乐购百货便利店,3,0.9,0.65,0.585
670,536,家家通便利店,3,0.55,0.65,0.3575
484,387,韵达便利店,3,0.9,0.65,0.585
567,454,成华便利店,3,0.9,0.65,0.585
530,424,维客佳便利店,3,0.9,0.65,0.585
520,416,佳家宜平价百货,3,0.9,0.65,0.585
765,612,驿站便利店,3,0.55,0.65,0.3575
615,492,韦老表便利店,3,0.9,0.65,0.585
713,570,好运多便利店(沙松路店),3,0.55,0.65,0.3575
576,461,绿叶百货,3,0.9,0.65,0.585
834,667,成英商店,3,0.55,0.65,0.3575
667,534,Le家便利店,3,0.55,0.65,0.3575
744,595,一加壹便利店,3,0.55,0.65,0.3575
843,674,鸿运百货,3,0.55,0.65,0.3575
676,541,比邻鲜(后亭综合市场店),3,0.55,0.65,0.3575
914,731,雅超连锁便利店,3,0.25,0.65,0.1625
767,614,家福精品超市,3,0.55,0.65,0.3575
1235,988,鸿发便利店,3,0.08,0.65,0.052
811,649,信万众馨百货,3,0.55,0.65,0.3575
871,697,港联连锁便利店,3,0.25,0.65,0.1625
838,670,喜哆哆连锁便利店,3,0.55,0.65,0.3575
1280,1024,冠盛商行(步涌市场店),3,0.08,0.65,0.052
1045,836,物流园便利店,3,0.25,0.65,0.1625
1260,1008,源兴商行,3,0.08,0.65,0.052
1208,966,快乐驿站便利店(后亭店),3,0.08,0.65,0.052
930,744,福彬自选商店,3,0.25,0.65,0.1625
930,744,天天便利店,3,0.25,0.65,0.1625
949,759,便利店,3,0.25,0.65,0.1625
930,744,富龙商店,3,0.25,0.65,0.1625
968,774,新何记士多店,3,0.25,0.65,0.1625
1080,864,光美便利店,3,0.25,0.65,0.1625
1270,1016,幸运便利店,3,0.08,0.65,0.052
1188,950,福兴商行,3,0.08,0.65,0.052
1095,876,美宜佳(新和大道店),3,0.08,0.65,0.052
1178,942,维客佳(沙松分店),3,0.08,0.65,0.052
1020,816,嘉汇24小时便利店,3,0.25,0.65,0.1625
1298,1038,十分便利店(昌瑞大厦店),3,0.08,0.65,0.052
1227,982,美宜佳(围后底村店),3,0.08,0.65,0.052
1250,1000,阳光便利店,3,0.08,0.65,0.052
1281,1025,家佳福便利店,3,0.08,0.65,0.052
69,55,0663便利店,4,1,0.65,0.65
163,130,快乐为民便利店(步涌岗瓦埔),4,1,0.65,0.65
128,102,好运多便利店,4,1,0.65,0.65
151,121,时刻便利店,4,1,0.65,0.65
156,125,家乐园百货,4,1,0.65,0.65
108,86,美宜佳(步涌二路店),4,1,0.65,0.65
129,103,升运楼顺合便利店,4,1,0.65,0.65
113,90,铭仔便利店,4,1,0.65,0.65
113,90,佳乐便利店,4,1,0.65,0.65
247,198,明润百货,4,1,0.65,0.65
252,202,绿洲百货店,4,1,0.65,0.65
247,198,佑快士多店,4,1,0.65,0.65
311,249,好运来,4,1,0.65,0.65
241,193,锦祥便利店,4,1,0.65,0.65
180,144,聚走生活超市,4,1,0.65,0.65
301,241,美又佳便利店,4,1,0.65,0.65
249,199,幸福之家便利店,4,1,0.65,0.65
287,230,鸿源商行,4,1,0.65,0.65
251,201,深圳市鸿源烟酒茶商行,4,1,0.65,0.65
364,291,路边便利店,4,1,0.65,0.65
251,201,中华便利店,4,1,0.65,0.65
345,276,德利百货超市,4,1,0.65,0.65
358,286,新宜佳,4,1,0.65,0.65
342,274,有福家便利店,4,1,0.65,0.65
303,242,好购多,4,1,0.65,0.65
331,265,宇鑫便利店(步涌二路店),4,1,0.65,0.65
293,234,源泉生活超市,4,1,0.65,0.65
398,318,小麦田便利店,4,1,0.65,0.65
293,234,源泉百货,4,1,0.65,0.65
354,283,福客便利店,4,1,0.65,0.65
442,354,佳虹便利店,4,0.9,0.65,0.585
385,308,握手世界创业e站,4,1,0.65,0.65
323,258,好运佳便利店,4,1,0.65,0.65
456,365,夜市百货,4,0.9,0.65,0.585
456,365,家乐福便利店,4,0.9,0.65,0.585
427,342,嘉盛水果批发零售,4,1,0.65,0.65
323,258,家家顺便利店,4,1,0.65,0.65
375,300,美宜佳(宝安步涌步和路店),4,1,0.65,0.65
745,596,冠德石油水产石油供应部,4,0.55,0.65,0.3575
490,392,鸿海七星K百货超市,4,0.9,0.65,0.585
540,432,阿里之门(大田店),4,0.9,0.65,0.585
540,432,赟明便利店,4,0.9,0.65,0.585
393,314,好运多便利店,4,1,0.65,0.65
413,330,宝佳平价百货,4,1,0.65,0.65
399,319,百汇源新鲜水果生活超市,4,1,0.65,0.65
431,345,上好便利店(涌大园根二路店),4,1,0.65,0.65
513,410,恒源便利店,4,0.9,0.65,0.585
545,436,美宜佳(步涌二路店),4,0.9,0.65,0.585
484,387,恒佳生活超市,4,0.9,0.65,0.585
556,445,惠多多便利店,4,0.9,0.65,0.585
462,370,光辉便利店,4,0.9,0.65,0.585
490,392,富顺商行,4,0.9,0.65,0.585
515,412,嘉文便利,4,0.9,0.65,0.585
429,343,维客佳(喜仕多分店),4,1,0.65,0.65
592,474,兄弟百货,4,0.9,0.65,0.585
509,407,鑫瑞福便利店,4,0.9,0.65,0.585
576,461,益佳便利店,4,0.9,0.65,0.585
576,461,水果先森(步涌分店),4,0.9,0.65,0.585
461,369,快一玛连锁便利店,4,0.9,0.65,0.585
532,426,壹联便利店,4,0.9,0.65,0.585
552,442,天天便利店(东埔路店),4,0.9,0.65,0.585
463,370,维客佳,4,0.9,0.65,0.585
580,464,鑫辉百货店,4,0.9,0.65,0.585
466,373,十分便利店(昌瑞大厦店),4,0.9,0.65,0.585
646,517,美宜佳,4,0.9,0.65,0.585
483,386,家佳福便利店,4,0.9,0.65,0.585
622,498,鑫仟惠便利百货,4,0.9,0.65,0.585
618,494,美宜佳(宝安沙井共和大道店),4,0.9,0.65,0.585
493,394,好运多(步涌二路店),4,0.9,0.65,0.585
640,512,众旺,4,0.9,0.65,0.585
581,465,顺发批发部,4,0.9,0.65,0.585
615,492,美宜便利店(共和大道店),4,0.9,0.65,0.585
579,463,福运来百货,4,0.9,0.65,0.585
506,405,中业爱民,4,0.9,0.65,0.585
514,411,阳光便利店,4,0.9,0.65,0.585
672,538,宝树百货,4,0.55,0.65,0.3575
595,476,维客佳(双怡分店),4,0.9,0.65,0.585
663,530,生活一百,4,0.55,0.65,0.3575
737,590,喜洋洋连锁便利店,4,0.55,0.65,0.3575
1187,950,好运多便利店,4,0.08,0.65,0.052
742,594,美宜佳24小时便利店,4,0.55,0.65,0.3575
673,538,惠佳百货,4,0.55,0.65,0.3575
730,584,宝乐商店,4,0.55,0.65,0.3575
700,560,维客嘉,4,0.55,0.65,0.3575
797,638,鑫源鸿百货,4,0.55,0.65,0.3575
779,623,佳佳福百货,4,0.55,0.65,0.3575
783,626,中原便利,4,0.55,0.65,0.3575
1240,992,万众百货,4,0.08,0.65,0.052
815,652,美宜佳,4,0.55,0.65,0.3575
815,652,美宜佳(宝安沙井步涌新村店),4,0.55,0.65,0.3575
785,628,福美佳便利店,4,0.55,0.65,0.3575
844,675,友佳快购q,4,0.55,0.65,0.3575
845,676,步涌开心乐购连锁便利店,4,0.55,0.65,0.3575
817,654,公园便利店,4,0.55,0.65,0.3575
1270,1016,四季鲜果,4,0.08,0.65,0.052
1298,1038,逢发商行,4,0.08,0.65,0.052
848,678,jf峻峰便利店(步涌店),4,0.55,0.65,0.3575
1012,810,好运多,4,0.25,0.65,0.1625
893,714,众兴便利店(步涌店),4,0.25,0.65,0.1625
807,646,颖和百货商场,4,0.55,0.65,0.3575
1012,810,合兴商店(环镇路店),4,0.25,0.65,0.1625
1304,1043,东兴商行,4,0.08,0.65,0.052
1036,829,旺兴兴超市,4,0.25,0.65,0.1625
976,781,亮晶晶便利店,4,0.25,0.65,0.1625
830,664,育龙便利店,4,0.55,0.65,0.3575
831,665,兴发商行,4,0.55,0.65,0.3575
1299,1039,好友便利店,4,0.08,0.65,0.052
869,695,维客佳,4,0.55,0.65,0.3575
1256,1005,乐家便利店,4,0.08,0.65,0.052
870,696,斯派克便利店,4,0.25,0.65,0.1625
870,696,旺源商店,4,0.25,0.65,0.1625
760,608,步涌大田村6号双城百货超市,4,0.55,0.65,0.3575
760,608,好生活,4,0.55,0.65,0.3575
760,608,阿里之门(大田店),4,0.55,0.65,0.3575
1277,1022,美时美客(岗头便利店),4,0.08,0.65,0.052
1224,979,亿美力元便利店,4,0.08,0.65,0.052
1149,919,兄弟车行,4,0.08,0.65,0.052
1264,1011,宾士便利店,4,0.08,0.65,0.052
934,747,珊瑚生活超市,4,0.25,0.65,0.1625
959,767,好友便利店(步涌一路店),4,0.25,0.65,0.1625
847,678,忠意百货,4,0.55,0.65,0.3575
1300,1040,衙边便利店,4,0.08,0.65,0.052
1288,1030,京东便利,4,0.08,0.65,0.052
1073,858,一号便利屋,4,0.25,0.65,0.1625
1073,858,1号便利店(步涌连锁店),4,0.25,0.65,0.1625
1199,959,美乐佳,4,0.08,0.65,0.052
1283,1026,新何记士多店,4,0.08,0.65,0.052
921,737,永昌源商行(园和路店),4,0.25,0.65,0.1625
885,708,田姐百货,4,0.25,0.65,0.1625
1234,987,嘉汇24小时便利店,4,0.08,0.65,0.052
919,735,信万众馨百货,4,0.25,0.65,0.1625
1231,985,维客佳(岗胜路店),4,0.08,0.65,0.052
906,725,好邻居,4,0.25,0.65,0.1625
1114,891,嘉盛水果批发零售,4,0.08,0.65,0.052
1084,867,彬彬商行,4,0.25,0.65,0.1625
1193,954,岗头便利店,4,0.08,0.65,0.052
924,739,天猫小店明红超市,4,0.25,0.65,0.1625
1107,886,家乐通便利店(沙井步涌老村分店),4,0.08,0.65,0.052
1295,1036,嘉盛果业,4,0.08,0.65,0.052
1283,1026,新日佳百货,4,0.08,0.65,0.052
979,783,美宜佳(A862店),4,0.25,0.65,0.1625
955,764,家福精品超市,4,0.25,0.65,0.1625
1224,979,喜洋洋便利店(深圳宝安区),4,0.08,0.65,0.052
1191,953,28号便利店(步涌分店),4,0.08,0.65,0.052
986,789,十分便利店(工业一路店),4,0.25,0.65,0.1625
1139,911,炜煜便利店,4,0.08,0.65,0.052
990,792,喜洋洋便利店(洪利分店),4,0.25,0.65,0.1625
1211,969,家乐生活超市,4,0.08,0.65,0.052
1020,816,家乐通(0158步涌大田西区分店),4,0.25,0.65,0.1625
1209,967,锐奥生活超市,4,0.08,0.65,0.052
1226,981,西瓜皇子水果店,4,0.08,0.65,0.052
1066,853,永隆商店,4,0.25,0.65,0.1625
1289,1031,百佳便利超市,4,0.08,0.65,0.052
1226,981,美惠佳连锁便利店,4,0.08,0.65,0.052
1245,996,金虹文具五金劳保,4,0.08,0.65,0.052
1205,964,好乐奶茶汉堡,4,0.08,0.65,0.052
1296,1037,成英商店,4,0.08,0.65,0.052
1305,1044,鸿运百货,4,0.08,0.65,0.052
1212,970,天福便利店(深圳沙井共和店),4,0.08,0.65,0.052
843,674,开心乐购,4,0.55,0.65,0.3575
1292,1034,便易佳,4,0.08,0.65,0.052
82,66,永隆商店,5,1,0.65,0.65
136,109,金虹文具五金劳保,5,1,0.65,0.65
226,181,百佳便利店,5,1,0.65,0.65
273,218,天福便利店(深圳沙井共和店),5,1,0.65,0.65
236,189,好友便利店(步涌一路店),5,1,0.65,0.65
276,221,好乐奶茶汉堡,5,1,0.65,0.65
393,314,喜洋洋便利店(洪利分店),5,1,0.65,0.65
407,326,源洋便利店,5,1,0.65,0.65
393,314,美宜佳(A862店),5,1,0.65,0.65
456,365,永昌源商行(园和路店),5,0.9,0.65,0.585
308,246,兴发商行,5,1,0.65,0.65
315,252,颖和百货商场,5,1,0.65,0.65
391,313,便易佳,5,1,0.65,0.65
343,274,福美佳便利店,5,1,0.65,0.65
476,381,鑫鑫百货,5,0.9,0.65,0.585
449,359,一品果,5,0.9,0.65,0.585
409,327,恒利便利店,5,1,0.65,0.65
498,398,绿岛商店,5,0.9,0.65,0.585
500,400,美宜佳,5,0.9,0.65,0.585
683,546,昱明批发部,5,0.55,0.65,0.3575
542,434,四季果园,5,0.9,0.65,0.585
407,326,宝乐商店,5,1,0.65,0.65
442,354,红苹果士多店,5,0.9,0.65,0.585
511,409,新华鑫便利店(共和店),5,0.9,0.65,0.585
465,372,华泰百货,5,0.9,0.65,0.585
457,366,乐莹商店,5,0.9,0.65,0.585
606,485,汇鑫商店,5,0.9,0.65,0.585
632,506,快客(家和路店),5,0.9,0.65,0.585
621,497,苏宁易购,5,0.9,0.65,0.585
676,541,永兴优选,5,0.55,0.65,0.3575
646,517,易购便捷商行,5,0.9,0.65,0.585
466,373,诚兴副食饮料批发商行,5,0.9,0.65,0.585
634,507,快购便利店,5,0.9,0.65,0.585
523,418,共和商店,5,0.9,0.65,0.585
466,373,好邻居(陆分店),5,0.9,0.65,0.585
482,386,晨仁益友便利,5,0.9,0.65,0.585
597,478,美宜家便利店,5,0.9,0.65,0.585
711,569,中原便利,5,0.55,0.65,0.3575
658,526,宝隆多百货商场,5,0.55,0.65,0.3575
664,531,惠佳百货,5,0.55,0.65,0.3575
682,546,佳慧百货,5,0.55,0.65,0.3575
641,513,宏鑫商行,5,0.9,0.65,0.585
598,478,中业爱民,5,0.9,0.65,0.585
534,427,美宜便利店(共和大道店),5,0.9,0.65,0.585
658,526,满天星便利店,5,0.55,0.65,0.3575
506,405,众旺,5,0.9,0.65,0.585
