步行最短距离（m）,步行最短时间（s）,公共服务设施名称,ID,距离分类,权重,纠正后权重
318,254,中影UL城市影院(福永店),14,1,0.08,0.08
374,299,超扬健身工作室,14,1,0.08,0.08
836,669,中影星美明星国际影城(福永康之宝店),14,0.55,0.08,0.044
821,657,中田健身工作室(万福广场店),14,0.55,0.08,0.044
864,691,梵洛薇瑜伽,14,0.55,0.08,0.044
1197,958,逍遥瑜,14,0.08,0.08,0.0064
1193,954,阿拉丁瑜伽,14,0.08,0.08,0.0064
1222,978,畅心瑜伽(白石厦店),14,0.08,0.08,0.0064
1218,974,洋洋洋健身俱乐部,14,0.08,0.08,0.0064
1243,994,益田国际影城(福永店),14,0.08,0.08,0.0064
1251,1001,City Walker私教工作室,14,0.08,0.08,0.0064
1290,1032,爱时尚国际健身俱乐部,14,0.08,0.08,0.0064
512,410,优得国际SPA·健身会所,15,0.9,0.08,0.072
521,417,友得健身,15,0.9,0.08,0.072
867,694,时光瑜伽|私人定制,15,0.55,0.08,0.044
894,715,合一瑜伽(福永意库店),15,0.25,0.08,0.02
843,674,擎天健身俱乐部,15,0.55,0.08,0.044
877,702,阿拉丁瑜伽,15,0.25,0.08,0.02
837,670,诗漫瑜伽馆,15,0.55,0.08,0.044
593,474,友得健身,16,0.9,0.08,0.072
625,500,优得国际SPA·健身会所,16,0.9,0.08,0.072
927,742,逍遥瑜,16,0.25,0.08,0.02
761,609,阿拉丁瑜伽,16,0.55,0.08,0.044
746,597,中影幕森国际影城,16,0.55,0.08,0.044
915,732,时光瑜伽|私人定制,16,0.25,0.08,0.02
948,758,洋洋洋健身俱乐部,16,0.25,0.08,0.02
852,682,中影UL城市影院(福永店),16,0.55,0.08,0.044
1156,925,中影德金影城(福永店),16,0.08,0.08,0.0064
908,726,超扬健身工作室,16,0.25,0.08,0.02
1277,1022,飞鸟健身(福海店),16,0.08,0.08,0.0064
1274,1019,中影星美明星国际影城(福永康之宝店),16,0.08,0.08,0.0064
1183,946,洁·灵瑜伽福永馆,16,0.08,0.08,0.0064
1267,1014,中田健身工作室(万福广场店),16,0.08,0.08,0.0064
1233,986,动力空间私教健身工作室(立新湖店),16,0.08,0.08,0.0064
235,188,壹健馆健身会所,17,1,0.08,0.08
234,187,一健馆,17,1,0.08,0.08
450,360,双溪威大酒店-健身中心,17,0.9,0.08,0.072
108,86,梵伽瑜伽,18,1,0.08,0.08
517,414,动岚健身,18,0.9,0.08,0.072
138,110,阿拉丁瑜伽(松岗店),19,1,0.08,0.08
513,410,星河影城(喜港城店),19,0.9,0.08,0.072
603,482,中影星河电影城(松岗店),19,0.9,0.08,0.072
727,582,畅心瑜伽,19,0.55,0.08,0.044
561,449,灵美瑜伽馆,19,0.9,0.08,0.072
872,698,保丽国际健身会(松岗店),19,0.25,0.08,0.02
1063,850,中影德金影城(松岗店),19,0.25,0.08,0.02
1039,831,梵羽国际瑜伽(松岗天虹店),19,0.25,0.08,0.02
1044,835,同心瑜伽,19,0.25,0.08,0.02
1083,866,中田健身工作室(松岗店),19,0.25,0.08,0.02
1168,934,畅心瑜伽(天虹店),19,0.08,0.08,0.0064
1276,1021,清莲瑜伽,19,0.08,0.08,0.0064
1230,984,壹嘉私人健身,19,0.08,0.08,0.0064
1127,902,心悦瑜伽馆,19,0.08,0.08,0.0064
1160,928,力满格健身俱乐部,19,0.08,0.08,0.0064
1239,991,大家乐数码影视城,19,0.08,0.08,0.0064
255,204,莲安瑜伽,20,1,0.08,0.08
976,781,S塑形瑜伽,20,0.25,0.08,0.02
747,598,心逸瑜伽(联投东方店),20,0.55,0.08,0.044
874,699,力满格健身俱乐部,20,0.25,0.08,0.02
1022,818,金瑜伽公馆,20,0.25,0.08,0.02
891,713,心悦瑜伽馆,20,0.25,0.08,0.02
747,598,百线国际影城(松岗店),20,0.55,0.08,0.044
780,624,新世纪国际健身会所(松岗沃尔玛店),20,0.55,0.08,0.044
1044,835,壹嘉私人健身,20,0.25,0.08,0.02
1018,814,美逸天成瑜伽普拉提生活馆,20,0.25,0.08,0.02
1148,918,畅心瑜伽(天虹店),20,0.08,0.08,0.0064
1231,985,中田健身工作室(松岗店),20,0.08,0.08,0.0064
1158,926,同心瑜伽,20,0.08,0.08,0.0064
1153,922,梵羽国际瑜伽(松岗天虹店),20,0.08,0.08,0.0064
272,218,保丽国际健身会(松岗店),21,1,0.08,0.08
338,270,中影星河电影城(松岗店),21,1,0.08,0.08
405,324,星河影城(喜港城店),21,1,0.08,0.08
629,503,灵美瑜伽馆,21,0.9,0.08,0.072
911,729,心悦瑜伽,21,0.25,0.08,0.02
902,722,清莲瑜伽,21,0.25,0.08,0.02
744,595,大家乐数码影视城,21,0.55,0.08,0.044
720,576,阿拉丁瑜伽(松岗店),21,0.55,0.08,0.044
937,750,桔子瑜伽,21,0.25,0.08,0.02
982,786,中影德金影城(松岗店),21,0.25,0.08,0.02
1232,986,三生瑜伽馆,21,0.08,0.08,0.0064
1279,1023,中国(香港)国际武术节松岗羽林国术健身馆,21,0.08,0.08,0.0064
1220,976,星晨国际影城(永辉超市店),21,0.08,0.08,0.0064
1181,945,畅心舞蹈瑜伽馆,21,0.08,0.08,0.0064
1097,878,畅心瑜伽,21,0.08,0.08,0.0064
671,537,中影德金影城(松岗店),22,0.55,0.08,0.044
587,470,桔子瑜伽,22,0.9,0.08,0.072
599,479,大家乐数码影视城,22,0.9,0.08,0.072
1085,868,灵美瑜伽馆,22,0.25,0.08,0.02
753,602,诗慧瑜伽心理美容,22,0.55,0.08,0.044
968,774,保丽国际健身会(松岗店),22,0.25,0.08,0.02
1148,918,同心瑜伽,22,0.08,0.08,0.0064
1148,918,梵羽国际瑜伽(松岗天虹店),22,0.08,0.08,0.0064
1086,869,心漪瑜伽,22,0.25,0.08,0.02
1089,871,心润瑜伽,22,0.08,0.08,0.0064
1216,973,星河影城(喜港城店),22,0.08,0.08,0.0064
1212,970,中影德金影城(松岗店),23,0.08,0.08,0.0064
1123,898,同心瑜伽,23,0.08,0.08,0.0064
1123,898,梵羽国际瑜伽(松岗天虹店),23,0.08,0.08,0.0064
1019,815,力满格健身俱乐部,23,0.25,0.08,0.02
1125,900,心悦瑜伽馆,23,0.08,0.08,0.0064
1210,968,S塑形瑜伽,23,0.08,0.08,0.0064
1263,1010,壹嘉私人健身,23,0.08,0.08,0.0064
111,89,有缘瑜伽,24,1,0.08,0.08
368,294,友缘瑜伽(沙井店),24,1,0.08,0.08
715,572,尚南健身中心(金港湾购物广场店),24,0.55,0.08,0.044
797,638,ONE影城(沙井店),24,0.55,0.08,0.044
797,638,德信影城(沙井联诚店),24,0.55,0.08,0.044
891,713,享瘦.健身工作室,24,0.25,0.08,0.02
398,318,拉伽瑜伽(万科星城店),25,1,0.08,0.08
640,512,梵微瑜伽,25,0.9,0.08,0.072
730,584,佳润国际健身俱乐部(深圳沙井总店),25,0.55,0.08,0.044
956,765,深圳市宝安区新桥优然瑜伽生活馆,25,0.25,0.08,0.02
1065,852,DY国际影城(沙井店),25,0.25,0.08,0.02
1100,880,ONE影城(沙井店),25,0.08,0.08,0.0064
1100,880,德信影城(沙井联诚店),25,0.08,0.08,0.0064
946,757,静心瑜伽(天虹分店),25,0.25,0.08,0.02
950,760,DFFC私教健身工作室,25,0.25,0.08,0.02
1196,957,中影南方国际影城,25,0.08,0.08,0.0064
1153,922,乐活健身会,25,0.08,0.08,0.0064
1221,977,新积美健身房,25,0.08,0.08,0.0064
1252,1002,积美健身会所,25,0.08,0.08,0.0064
1263,1010,共享健身健康舞蹈资源,25,0.08,0.08,0.0064
381,305,积美健身会所,26,1,0.08,0.08
350,280,新积美健身房,26,1,0.08,0.08
392,314,共享健身健康舞蹈资源,26,1,0.08,0.08
371,297,乐活健身会,26,1,0.08,0.08
717,574,华夏星光国际影城(新桥店),26,0.55,0.08,0.044
860,688,米然瑜伽,26,0.55,0.08,0.044
998,798,迪思普拉提健康管理(沙井店),26,0.25,0.08,0.02
1303,1042,静心瑜伽(天悦店),26,0.08,0.08,0.0064
1171,937,深圳华夏星光国际影城(沙井店),26,0.08,0.08,0.0064
1290,1032,DY国际影城(沙井店),26,0.08,0.08,0.0064
1263,1010,新月瑜伽,26,0.08,0.08,0.0064
1295,1036,中田健身工作室(宝安书城店),26,0.08,0.08,0.0064
1180,944,完美世界影城(沙井店),26,0.08,0.08,0.0064
1060,848,深圳万丰影剧院,26,0.25,0.08,0.02
1286,1029,佳润国际健身俱乐部(深圳沙井总店),26,0.08,0.08,0.0064
1297,1038,DFFC私教健身工作室,26,0.08,0.08,0.0064
1265,1012,众心健身工作室,26,0.08,0.08,0.0064
1268,1014,拉伽瑜伽(万科星城店),26,0.08,0.08,0.0064
1178,942,静心瑜伽(天悦店),27,0.08,0.08,0.0064
579,463,共享健身健康舞蹈资源,27,0.9,0.08,0.072
590,472,新积美健身房,27,0.9,0.08,0.072
590,472,积美健身会所,27,0.9,0.08,0.072
836,669,米然瑜伽,27,0.55,0.08,0.044
1233,986,深圳华夏星光国际影城(沙井店),27,0.08,0.08,0.0064
1283,1026,新月瑜伽,27,0.08,0.08,0.0064
604,483,乐活健身会,27,0.9,0.08,0.072
1060,848,迪思普拉提健康管理(沙井店),27,0.25,0.08,0.02
1242,994,完美世界影城(沙井店),27,0.08,0.08,0.0064
1133,906,华夏星光国际影城(新桥店),27,0.08,0.08,0.0064
1142,914,深圳万丰影剧院,27,0.08,0.08,0.0064
660,528,馨悦瑜伽(学业路店),28,0.55,0.08,0.044
936,749,吉祥搏击健身俱乐部,28,0.25,0.08,0.02
261,209,原力空间潮流健身房,29,1,0.08,0.08
353,282,传奇影城(后瑞店),29,1,0.08,0.08
523,418,奥利斯健身,29,0.9,0.08,0.072
822,658,鲲鹏健身俱乐部,29,0.55,0.08,0.044
822,658,里奥健身俱乐部(兴围店),29,0.55,0.08,0.044
971,777,luck power猎豹健身(西部硅谷店),29,0.25,0.08,0.02
1007,806,凤凰国际影城(西乡店),29,0.25,0.08,0.02
1203,962,吉祥搏击健身俱乐部,30,0.08,0.08,0.0064
560,448,奥利斯健身,31,0.9,0.08,0.072
618,494,luck power猎豹健身(西部硅谷店),31,0.9,0.08,0.072
834,667,凤凰国际影城(西乡店),31,0.55,0.08,0.044
717,574,原力空间潮流健身房,31,0.55,0.08,0.044
767,614,传奇影城(后瑞店),31,0.55,0.08,0.044
730,584,平和飞悦健身培训(黄田分店),31,0.55,0.08,0.044
820,656,成祥健身俱乐部,31,0.55,0.08,0.044
961,769,中影UL城市影院(黄田店),31,0.25,0.08,0.02
143,114,中影南方鹤洲影城(和健生活广场店),32,1,0.08,0.08
429,343,传奇健身(鹤洲店),32,1,0.08,0.08
450,360,传奇体育健身第六分店预售处,32,0.9,0.08,0.072
377,302,智美瑜伽,32,1,0.08,0.08
408,326,腾飞健身俱乐部,32,1,0.08,0.08
603,482,凤凰国际影城(西乡店),33,0.9,0.08,0.072
595,476,luck power猎豹健身(西部硅谷店),33,0.9,0.08,0.072
542,434,成祥健身俱乐部,33,0.9,0.08,0.072
995,796,平和飞悦健身培训(黄田分店),33,0.25,0.08,0.02
1048,838,奥利斯健身,33,0.25,0.08,0.02
1269,1015,中影UL城市影院(黄田店),33,0.08,0.08,0.0064
1281,1025,传奇影城(后瑞店),33,0.08,0.08,0.0064
1219,975,原力空间潮流健身房,33,0.08,0.08,0.0064
1270,1016,博纳国际影城(深圳领航店),35,0.08,0.08,0.0064
27,22,UP健身工作室(西乡店),36,1,0.08,0.08
36,29,澜瑜伽普拉提,36,1,0.08,0.08
503,402,中田健身工作室,36,0.9,0.08,0.072
315,252,正念健身,36,1,0.08,0.08
409,327,莱斯乐国际健身(西乡店),36,1,0.08,0.08
391,313,中影星美国际影城(新湖路店),36,1,0.08,0.08
723,578,寻光者健身,36,0.55,0.08,0.044
527,422,like舞蹈艺术俱乐部(西乡总店),36,0.9,0.08,0.072
444,355,中影星美影城,36,0.9,0.08,0.072
593,474,中影星美国际影城(天虹商场店),36,0.9,0.08,0.072
677,542,撸铁空间私人定制专业健身,36,0.55,0.08,0.044
674,539,大健身(西乡天虹店),36,0.55,0.08,0.044
563,450,前岸国际酒店健身,36,0.9,0.08,0.072
705,564,倾城飞燕瑜伽色彩形象(汇一城店),36,0.55,0.08,0.044
678,542,中航健身会(宝安阳光海分店),36,0.55,0.08,0.044
688,550,中航健身会阳光海会所,36,0.55,0.08,0.044
701,561,留白点播影院,36,0.55,0.08,0.044
635,508,拉伽瑜伽(西乡天虹店),36,0.9,0.08,0.072
578,462,中田健身工作室(碧海湾店),36,0.9,0.08,0.072
810,648,纤语瑜伽馆,36,0.55,0.08,0.044
825,660,深圳优里优伽(西乡天虹店),36,0.55,0.08,0.044
1267,1014,净界瑜伽,36,0.08,0.08,0.0064
734,587,MF健身工作室(西乡店),36,0.55,0.08,0.044
1094,875,金逸国际电影城(碧海店),36,0.08,0.08,0.0064
1098,878,梦航健身(碧海店),36,0.08,0.08,0.0064
984,787,哲途·运动中心,36,0.25,0.08,0.02
1000,800,UP健身工作室碧海湾店,36,0.25,0.08,0.02
1055,844,印象瑜伽(坪洲总店),36,0.25,0.08,0.02
962,770,西乡.智炼健身俱乐部,36,0.25,0.08,0.02
1012,810,快快,36,0.25,0.08,0.02
1095,876,大地影院(宝安时代城店),36,0.08,0.08,0.0064
1168,934,万都国际影城,36,0.08,0.08,0.0064
1083,866,瑜悦人生,36,0.25,0.08,0.02
1133,906,领域WORLD健身中心(宝安碧海店),36,0.08,0.08,0.0064
1297,1038,零距离国际健身连锁(白金店),36,0.08,0.08,0.0064
1149,919,立德健身,36,0.08,0.08,0.0064
1274,1019,拉伽瑜伽(富通城店),36,0.08,0.08,0.0064
1296,1037,梵羽国际瑜伽(碧湾雅园店),36,0.08,0.08,0.0064
1220,976,金逸影城IMAX(宝安大仟里店),36,0.08,0.08,0.0064
1267,1014,壹初瑜伽,36,0.08,0.08,0.0064
419,335,梵羽国际瑜伽(碧湾雅园店),37,1,0.08,0.08
537,430,大地影院(宝安时代城店),37,0.9,0.08,0.072
545,436,米米健身工作室,37,0.9,0.08,0.072
647,518,零距离国际健身连锁(白金店),37,0.9,0.08,0.072
349,279,圣觉瑜伽,37,1,0.08,0.08
456,365,金逸影城IMAX(宝安大仟里店),37,0.9,0.08,0.072
568,454,MF健身工作室(坪洲店),37,0.9,0.08,0.072
508,406,瑜悦人生,37,0.9,0.08,0.072
910,728,纤语瑜伽馆,37,0.25,0.08,0.02
1090,872,索姆瑜伽会馆,37,0.08,0.08,0.0064
706,565,印象瑜伽(坪洲总店),37,0.55,0.08,0.044
1045,836,前岸国际酒店健身,37,0.25,0.08,0.02
888,710,时力游泳健身(宝安大仟里店),37,0.25,0.08,0.02
820,656,拉伽瑜伽(西乡天虹店),38,0.55,0.08,0.044
886,709,留白点播影院,38,0.25,0.08,0.02
795,636,壹初瑜伽,38,0.55,0.08,0.044
772,618,中影星美影城,38,0.55,0.08,0.044
1029,823,印象瑜伽(坪洲总店),38,0.25,0.08,0.02
617,494,时力游泳健身(宝安大仟里店),38,0.9,0.08,0.072
719,575,中影星美国际影城(新湖路店),38,0.55,0.08,0.044
1010,808,深圳优里优伽(西乡天虹店),38,0.25,0.08,0.02
1039,831,瑜悦人生,38,0.25,0.08,0.02
1056,845,深圳云幕国际影城(西乡店),38,0.25,0.08,0.02
1056,845,万国体育,38,0.25,0.08,0.02
921,737,中影星美国际影城(天虹商场店),38,0.25,0.08,0.02
839,671,莱斯乐国际健身(西乡店),38,0.55,0.08,0.044
1005,804,撸铁空间私人定制专业健身,38,0.25,0.08,0.02
817,654,中田健身工作室,38,0.55,0.08,0.044
1056,845,目色私人影院,38,0.25,0.08,0.02
1002,802,大健身(西乡天虹店),38,0.25,0.08,0.02
1033,826,倾城飞燕瑜伽色彩形象(汇一城店),38,0.25,0.08,0.02
1130,904,金逸影城IMAX(宝安大仟里店),38,0.08,0.08,0.0064
1171,937,中影大导演巨幕影城(深圳西乡店),38,0.08,0.08,0.0064
1086,869,李群体育俱乐部,38,0.25,0.08,0.02
1175,940,美刻美健健身(艺峦SOHO店),38,0.08,0.08,0.0064
916,733,UP健身工作室(西乡店),38,0.25,0.08,0.02
916,733,澜瑜伽普拉提,38,0.25,0.08,0.02
973,778,健之韵健身会所(西乡市场店),38,0.25,0.08,0.02
1299,1039,零距离国际健身连锁(白金店),38,0.08,0.08,0.0064
1213,970,正念健身,38,0.08,0.08,0.0064
1265,1012,中力美健身(旭生店),38,0.08,0.08,0.0064
268,214,锐德健身·游泳,39,1,0.08,0.08
274,219,新华银兴国际影城,39,1,0.08,0.08
283,226,中力美健身(旭生店),39,1,0.08,0.08
326,261,4H健身,39,1,0.08,0.08
343,274,新华银兴国际影城(深圳店),39,1,0.08,0.08
272,218,RED GYM锐德健身·游泳(智谷店),39,1,0.08,0.08
635,508,李群体育俱乐部,39,0.9,0.08,0.072
672,538,深圳优里优伽(西乡天虹店),39,0.55,0.08,0.044
823,658,倾城飞燕瑜伽色彩形象(汇一城店),39,0.55,0.08,0.044
853,682,大健身(西乡天虹店),39,0.55,0.08,0.044
856,685,撸铁空间私人定制专业健身,39,0.55,0.08,0.044
865,692,中影星美国际影城(天虹商场店),39,0.55,0.08,0.044
918,734,目色私人影院,39,0.25,0.08,0.02
944,755,万国体育,39,0.25,0.08,0.02
947,758,深圳云幕国际影城(西乡店),39,0.25,0.08,0.02
1038,830,拉伽瑜伽(西乡天虹店),39,0.25,0.08,0.02
960,768,万国体育,39,0.25,0.08,0.02
1104,883,留白点播影院,39,0.08,0.08,0.0064
989,791,莱斯乐国际健身(西乡店),39,0.25,0.08,0.02
1120,896,中影星美影城,39,0.08,0.08,0.0064
1071,857,中影星美国际影城(新湖路店),39,0.25,0.08,0.02
1234,987,壹初瑜伽,39,0.08,0.08,0.0064
1220,976,正念健身,39,0.08,0.08,0.0064
1197,958,领域WORLD健身中心(宝安碧海店),39,0.08,0.08,0.0064
1232,986,万都国际影城,39,0.08,0.08,0.0064
450,360,下村健身中心,43,0.9,0.08,0.072
503,402,初荷瑜伽会馆,43,0.9,0.08,0.072
434,347,期遇UUE巨幕影城(公明店),43,1,0.08,0.08
459,367,中影UUE巨幕影城,43,0.9,0.08,0.072
573,458,泳春瑜伽,43,0.9,0.08,0.072
1024,819,凯瑞国际健身俱乐部(公明店),43,0.25,0.08,0.02
1058,846,太空舱酒店私人影院,43,0.25,0.08,0.02
1102,882,伟龙健身,43,0.08,0.08,0.0064
1102,882,伟龙国际健身,43,0.08,0.08,0.0064
947,758,丽赞东方舞瑜伽馆,43,0.25,0.08,0.02
1039,831,一丹运动塑形中心,43,0.25,0.08,0.02
1039,831,斯力特国际健身会,43,0.25,0.08,0.02
1202,962,金逸影城(嘉域店),43,0.08,0.08,0.0064
1079,863,斯力特健身会(宏发嘉域店),43,0.25,0.08,0.02
1203,962,瑜舍瑜伽生活馆,43,0.08,0.08,0.0064
1260,1008,天天健身,44,0.08,0.08,0.0064
624,499,妙曼瑜伽(公明塘尾店),45,0.9,0.08,0.072
1149,919,绿素瑜伽总部,45,0.08,0.08,0.0064
1186,949,大虫健身,45,0.08,0.08,0.0064
205,164,灿灵瑜伽(分店),46,1,0.08,0.08
992,794,心悦瑜伽,46,0.25,0.08,0.02
1110,888,瑜舍瑜伽生活馆,46,0.08,0.08,0.0064
1302,1042,斯力特健身会(宏发嘉域店),46,0.08,0.08,0.0064
315,252,心悦瑜伽,47,1,0.08,0.08
323,258,瑜舍瑜伽生活馆,47,1,0.08,0.08
515,412,斯力特健身会(宏发嘉域店),47,0.9,0.08,0.072
589,471,斯力特国际健身会,47,0.9,0.08,0.072
666,533,丽赞东方舞瑜伽馆,47,0.55,0.08,0.044
741,593,金逸影城(嘉域店),47,0.55,0.08,0.044
733,586,一丹运动塑形中心,47,0.55,0.08,0.044
787,630,灿灵瑜伽(分店),47,0.55,0.08,0.044
919,735,泳春瑜伽,47,0.25,0.08,0.02
1250,1000,中领健身光明云景店,47,0.08,0.08,0.0064
1169,935,期遇UUE巨幕影城(公明店),47,0.08,0.08,0.0064
1180,944,中影UUE巨幕影城,47,0.08,0.08,0.0064
845,676,晨和国际健身俱乐部(玉律店),48,0.55,0.08,0.044
930,744,宝影国际影城公明店,48,0.25,0.08,0.02
1103,882,中影UL城市影院,49,0.08,0.08,0.0064
1145,916,拾美瑜伽普拉提产后理疗塑形馆,49,0.08,0.08,0.0064
83,66,袋鼠健身俱乐部,50,1,0.08,0.08
215,172,绿洲健身会(西乡店),50,1,0.08,0.08
284,227,华广健身会(西乡店),50,1,0.08,0.08
969,775,迈动健身游泳俱乐部,50,0.25,0.08,0.02
