步行最短距离（m）,步行最短时间（s）,公共服务设施名称,ID,距离分类,权重,纠正后权重
727,582,圆通妈妈驿站,2,0.55,0.4,0.22
729,583,德邦快递(深圳宝安区沙井和一营业部),2,0.55,0.4,0.22
778,622,韵达快递,2,0.55,0.4,0.22
807,646,菜鸟驿站,2,0.55,0.4,0.22
821,657,锦程安能物流,2,0.55,0.4,0.22
841,673,中通快递,2,0.55,0.4,0.22
849,679,韵达快递,2,0.55,0.4,0.22
947,758,菜鸟驿站(深圳沙井恒基花园社区店),2,0.25,0.4,0.1
904,723,收货部,2,0.25,0.4,0.1
1102,882,中国电信(和一营业厅),2,0.08,0.4,0.032
1117,894,菜鸟驿站(深圳沙井恒基花园社区店),2,0.08,0.4,0.032
1134,907,锦绣邮政代办所,2,0.08,0.4,0.032
1183,946,邦达物流园,2,0.08,0.4,0.032
1183,946,邦运物流园,2,0.08,0.4,0.032
1244,995,顺丰速运(中盛公馆营业站),2,0.08,0.4,0.032
1185,948,菜鸟驿站(深圳沙井和二二路店),2,0.08,0.4,0.032
1164,931,互航国际物流有限公司,2,0.08,0.4,0.032
1162,930,速递易,2,0.08,0.4,0.032
1130,904,深圳市捷歆国际物流有限公司,2,0.08,0.4,0.032
1133,906,鼎辉达国际物流,2,0.08,0.4,0.032
1202,962,深圳市豪翔国际物流有限公司,2,0.08,0.4,0.032
40,32,蜂巢快递柜,3,1,0.4,0.4
156,125,菜鸟驿站(深圳沙井后亭东边坑社区店),3,1,0.4,0.4
191,153,菜鸟驿站(深圳沙井后亭新北区6号店),3,1,0.4,0.4
260,208,德邦(沙松路),3,1,0.4,0.4
262,210,申通快递(申通后亭站点),3,1,0.4,0.4
252,202,菜鸟驿站(深圳沙井北亭路72号体验店),3,1,0.4,0.4
377,302,中国移动4g,3,1,0.4,0.4
352,282,后亭社区健康服务中心,3,1,0.4,0.4
389,311,菜鸟驿站(深圳沙井后亭新村东二巷10号店),3,1,0.4,0.4
363,290,中国电信,3,1,0.4,0.4
621,497,菜鸟驿站(深圳沙井后亭村竹林下一巷一号店),3,0.9,0.4,0.36
587,470,中通快运(沙井后亭营业部),3,0.9,0.4,0.36
587,470,深圳联成旺物流有限公司,3,0.9,0.4,0.36
516,413,中国电信(后亭营业厅),3,0.9,0.4,0.36
484,387,韵达快递物流,3,0.9,0.4,0.36
484,387,韵达EXPRESS共和服务站,3,0.9,0.4,0.36
599,479,深圳市万德物流总部,3,0.9,0.4,0.36
701,561,丰巢快递柜,3,0.55,0.4,0.22
595,476,韵达速递(后亭分部),3,0.9,0.4,0.36
974,779,菜鸟驿站(深圳沙井全至店),3,0.25,0.4,0.1
653,522,中国移动通信,3,0.55,0.4,0.22
696,557,快递物流代收点,3,0.55,0.4,0.22
696,557,韵达快运(步涌工业一路营业部),3,0.55,0.4,0.22
1004,803,深圳市全通好友物流有限公司,3,0.25,0.4,0.1
787,630,商桥物流,3,0.55,0.4,0.22
822,658,中荣物流,3,0.55,0.4,0.22
93,74,宝安第二人民医院(集团)总医院民主社区健康服务中心,1,1,0.4,0.4
93,74,深圳新敏捷物流有限公司,1,1,0.4,0.4
235,188,德邦快递,1,1,0.4,0.4
361,289,中国移动社区服务站,1,1,0.4,0.4
740,592,菜鸟驿站(深圳西海岸花园西门103号店),1,0.55,0.4,0.22
690,552,深圳市周记鸿运物流有限公司,1,0.55,0.4,0.22
849,679,顺丰速运(锦程路),1,0.55,0.4,0.22
724,579,中通快递,1,0.55,0.4,0.22
858,686,蜂巢快递柜,1,0.55,0.4,0.22
703,562,电信营业厅,1,0.55,0.4,0.22
847,678,韵达快递(德丰围街),1,0.55,0.4,0.22
869,695,中通快递,1,0.55,0.4,0.22
1210,968,菜鸟驿站(三间仔快递店),1,0.08,0.4,0.032
1162,930,菜鸟驿站(深圳沙井西城小区二栋108店),1,0.08,0.4,0.032
1191,953,菜鸟驿站(深圳沙井蚝一社区店),1,0.08,0.4,0.032
1296,1037,中国移动光纤宽带报装点,1,0.08,0.4,0.032
987,790,中国电信,1,0.25,0.4,0.1
1012,810,中国移动,1,0.25,0.4,0.1
1123,898,菜鸟驿站(深圳沙井濠景城社区店),1,0.08,0.4,0.032
1172,938,易速递,1,0.08,0.4,0.032
1171,937,菜鸟驿站(深圳沙井濠景时代2栋店),1,0.08,0.4,0.032
105,84,丰巢快递柜,2,1,0.4,0.4
92,74,圆通速递(和一分部),2,1,0.4,0.4
194,155,极兔速递,2,1,0.4,0.4
177,142,菜鸟驿站(天福7645沙井和一得宝店),2,1,0.4,0.4
207,166,韵达快递超市,2,1,0.4,0.4
189,151,歆达快递,2,1,0.4,0.4
202,162,中国电信光纤宽带受理点,2,1,0.4,0.4
188,150,中国电信(和一营业厅),2,1,0.4,0.4
192,154,菜鸟驿站(深圳沙井和一新村B区24栋店),2,1,0.4,0.4
539,431,壹加壹国际物流,2,0.9,0.4,0.36
920,736,中通快递,2,0.25,0.4,0.1
376,301,韵达速递,2,1,0.4,0.4
592,474,联威物流,2,0.9,0.4,0.36
592,474,华翔货运,2,0.9,0.4,0.36
662,530,深圳市航威物流有限公司,2,0.55,0.4,0.22
452,362,怡宝益力配送中心,2,0.9,0.4,0.36
672,538,优速快递沙井民主,2,0.55,0.4,0.22
514,411,飞快达物流沙井营业部,2,0.9,0.4,0.36
727,582,优速中港物流有限公司,2,0.55,0.4,0.22
831,665,菜鸟驿站(深圳沙井海滨华城3栋118店),2,0.55,0.4,0.22
596,477,沙井人民医院和一社区健康服务中心,2,0.9,0.4,0.36
727,582,菜鸟驿站,2,0.55,0.4,0.22
605,484,百世快递宝安区一部,2,0.9,0.4,0.36
727,582,圆通妈妈驿站,2,0.55,0.4,0.22
729,583,德邦快递(深圳宝安区沙井和一营业部),2,0.55,0.4,0.22
778,622,韵达快递,2,0.55,0.4,0.22
807,646,菜鸟驿站,2,0.55,0.4,0.22
821,657,锦程安能物流,2,0.55,0.4,0.22
841,673,中通快递,2,0.55,0.4,0.22
849,679,韵达快递,2,0.55,0.4,0.22
947,758,菜鸟驿站(深圳沙井恒基花园社区店),2,0.25,0.4,0.1
904,723,收货部,2,0.25,0.4,0.1
1102,882,中国电信(和一营业厅),2,0.08,0.4,0.032
1117,894,菜鸟驿站(深圳沙井恒基花园社区店),2,0.08,0.4,0.032
1134,907,锦绣邮政代办所,2,0.08,0.4,0.032
1183,946,邦达物流园,2,0.08,0.4,0.032
1183,946,邦运物流园,2,0.08,0.4,0.032
1244,995,顺丰速运(中盛公馆营业站),2,0.08,0.4,0.032
1185,948,菜鸟驿站(深圳沙井和二二路店),2,0.08,0.4,0.032
1164,931,互航国际物流有限公司,2,0.08,0.4,0.032
1162,930,速递易,2,0.08,0.4,0.032
1130,904,深圳市捷歆国际物流有限公司,2,0.08,0.4,0.032
1133,906,鼎辉达国际物流,2,0.08,0.4,0.032
1202,962,深圳市豪翔国际物流有限公司,2,0.08,0.4,0.032
40,32,蜂巢快递柜,3,1,0.4,0.4
156,125,菜鸟驿站(深圳沙井后亭东边坑社区店),3,1,0.4,0.4
191,153,菜鸟驿站(深圳沙井后亭新北区6号店),3,1,0.4,0.4
260,208,德邦(沙松路),3,1,0.4,0.4
262,210,申通快递(申通后亭站点),3,1,0.4,0.4
252,202,菜鸟驿站(深圳沙井北亭路72号体验店),3,1,0.4,0.4
377,302,中国移动4g,3,1,0.4,0.4
352,282,后亭社区健康服务中心,3,1,0.4,0.4
389,311,菜鸟驿站(深圳沙井后亭新村东二巷10号店),3,1,0.4,0.4
363,290,中国电信,3,1,0.4,0.4
621,497,菜鸟驿站(深圳沙井后亭村竹林下一巷一号店),3,0.9,0.4,0.36
587,470,中通快运(沙井后亭营业部),3,0.9,0.4,0.36
587,470,深圳联成旺物流有限公司,3,0.9,0.4,0.36
516,413,中国电信(后亭营业厅),3,0.9,0.4,0.36
484,387,韵达快递物流,3,0.9,0.4,0.36
484,387,韵达EXPRESS共和服务站,3,0.9,0.4,0.36
599,479,深圳市万德物流总部,3,0.9,0.4,0.36
701,561,丰巢快递柜,3,0.55,0.4,0.22
595,476,韵达速递(后亭分部),3,0.9,0.4,0.36
974,779,菜鸟驿站(深圳沙井全至店),3,0.25,0.4,0.1
653,522,中国移动通信,3,0.55,0.4,0.22
696,557,快递物流代收点,3,0.55,0.4,0.22
696,557,韵达快运(步涌工业一路营业部),3,0.55,0.4,0.22
1004,803,深圳市全通好友物流有限公司,3,0.25,0.4,0.1
787,630,商桥物流,3,0.55,0.4,0.22
822,658,中荣物流,3,0.55,0.4,0.22
822,658,智联物流,3,0.55,0.4,0.22
822,658,金达旺物流,3,0.55,0.4,0.22
822,658,和通快运,3,0.55,0.4,0.22
781,625,飞飞物流,3,0.55,0.4,0.22
1000,800,京东深圳沙井配送站,3,0.25,0.4,0.1
891,713,景光物流,3,0.25,0.4,0.1
886,709,鑫宏福物流,3,0.25,0.4,0.1
891,713,广东泛美物流有限公司,3,0.25,0.4,0.1
825,660,赤板川中港快运,3,0.55,0.4,0.22
891,713,甬城大名物流,3,0.25,0.4,0.1
871,697,顺邦运通物流,3,0.25,0.4,0.1
891,713,粤赣物流江西专线,3,0.25,0.4,0.1
834,667,安能物流,3,0.55,0.4,0.22
922,738,深圳市岚邦物流有限公司(厚德物流园店),3,0.25,0.4,0.1
924,739,飓风物流（厚群物流园店）,3,0.25,0.4,0.1
828,662,鑫时速达物流,3,0.55,0.4,0.22
848,678,安能物流(沙井学子围),3,0.55,0.4,0.22
890,712,龙鑫物流,3,0.25,0.4,0.1
976,781,深圳市万佳货运服务有限公司,3,0.25,0.4,0.1
1141,913,万德物流,3,0.08,0.4,0.032
891,713,深圳捷运物流有限公司,3,0.25,0.4,0.1
962,770,菜鸟驿站(深圳沙井大田东区1巷5号店),3,0.25,0.4,0.1
1028,822,菜鸟驿站(深圳沙井大田西区37号店),3,0.25,0.4,0.1
915,732,华宝物流,3,0.25,0.4,0.1
937,750,ems全球邮政特快专递(沙井揽投部),3,0.25,0.4,0.1
1017,814,通达宝国际物流(深圳)有限公司,3,0.25,0.4,0.1
968,774,EMS沙井揽投部,3,0.25,0.4,0.1
937,750,中国邮政集团公司深圳市沙井支局,3,0.25,0.4,0.1
986,789,厚德群物流园,3,0.25,0.4,0.1
986,789,捷安邦物流,3,0.25,0.4,0.1
1041,833,捷鹏物流,3,0.25,0.4,0.1
986,789,安在行物流(沙井网点),3,0.25,0.4,0.1
1011,809,嘉朗物流,3,0.25,0.4,0.1
986,789,深圳市万顺豪物流有限公司,3,0.25,0.4,0.1
972,778,苏宁物流,3,0.25,0.4,0.1
972,778,物联物流,3,0.25,0.4,0.1
1005,804,广东省深圳市宝安区厚德群物流园4栋1楼万立德供应链,3,0.25,0.4,0.1
986,789,大连金万顺物流,3,0.25,0.4,0.1
1006,805,驰鹏路路通海南专线,3,0.25,0.4,0.1
972,778,政成物流(沙井公司),3,0.25,0.4,0.1
986,789,凯利物流,3,0.25,0.4,0.1
1006,805,西南通物流重庆成都,3,0.25,0.4,0.1
972,778,迅佳达物流,3,0.25,0.4,0.1
898,718,速递物流,3,0.25,0.4,0.1
972,778,江苏全境物流公司,3,0.25,0.4,0.1
955,764,百世快运,3,0.25,0.4,0.1
1055,844,永捷物流,3,0.25,0.4,0.1
1058,846,自立物流,3,0.25,0.4,0.1
946,757,天天快递(共和德玛分公司),3,0.25,0.4,0.1
1114,891,湖南罗氏物流,3,0.08,0.4,0.032
982,786,疆隆新疆专线,3,0.25,0.4,0.1
1067,854,速通物流,3,0.25,0.4,0.1
1114,891,宏路衡阳郴州专线,3,0.08,0.4,0.032
1060,848,大江物流,3,0.25,0.4,0.1
1045,836,泰德物流,3,0.25,0.4,0.1
1010,808,顺杰物流,3,0.25,0.4,0.1
1146,917,粤浙物流,3,0.08,0.4,0.032
1084,867,精越物流有限公司,3,0.25,0.4,0.1
1139,911,金达旺物流,3,0.08,0.4,0.032
1158,926,粤发物流,3,0.08,0.4,0.032
1099,879,恒利盛物流,3,0.08,0.4,0.032
1119,895,鑫升正物流,3,0.08,0.4,0.032
1162,930,深圳市德坤沙井厚德群营业部,3,0.08,0.4,0.032
1195,956,龙兴物流,3,0.08,0.4,0.032
1256,1005,深圳市翰伟国际物流有限公司,3,0.08,0.4,0.032
1299,1039,优速快递,3,0.08,0.4,0.032
1285,1028,菜鸟驿站(深圳沙井昌瑞大厦七巷八号店),3,0.08,0.4,0.032
1221,977,深圳复亚医院体检科,3,0.08,0.4,0.032
1102,882,京东物流深圳沙井营业部,3,0.08,0.4,0.032
1238,990,深圳复亚医院口腔科,3,0.08,0.4,0.032
1290,1032,深圳复亚医院急诊科,3,0.08,0.4,0.032
197,158,步涌一路岗瓦埔四巷7号菜鸟驿站,4,1,0.4,0.4
139,111,中国电信(步涌二路专营店),4,1,0.4,0.4
184,147,仁虎运输,4,1,0.4,0.4
428,342,中外达物流,4,1,0.4,0.4
388,310,菜鸟驿站(深圳沙井步涌大园根2路8号店),4,1,0.4,0.4
303,242,菜鸟联盟新桥站营业部,4,1,0.4,0.4
502,402,圆通速递,4,0.9,0.4,0.36
407,326,菜鸟驿站(深圳沙井步涌北帝堂四巷四号店),4,1,0.4,0.4
378,302,沙井人民医院步涌社区健康服务中心,4,1,0.4,0.4
442,354,菜鸟驿站(东浦路邮局卡行),4,0.9,0.4,0.36
436,349,中通快运,4,0.9,0.4,0.36
395,316,韵达速递,4,1,0.4,0.4
431,345,深圳市信义丰物流有限公司,4,1,0.4,0.4
431,345,信丰物流(步涌二路),4,1,0.4,0.4
525,420,菜鸟驿站(深圳步涌西边新区六巷7号店),4,0.9,0.4,0.36
540,432,中通快递,4,0.9,0.4,0.36
505,404,菜鸟驿站(深圳步涌东浦路二巷六号102号店),4,0.9,0.4,0.36
505,404,菜鸟驿站(深圳沙井东浦路2巷6号店),4,0.9,0.4,0.36
425,340,中国电信(步涌二路店),4,1,0.4,0.4
1053,842,沙井大地货运,4,0.25,0.4,0.1
541,433,小兵驿站,4,0.9,0.4,0.36
749,599,南北物流,4,0.55,0.4,0.22
491,393,菜鸟驿站(深圳沙井昌瑞大厦七巷八号店),4,0.9,0.4,0.36
537,430,菜鸟驿站(深圳沙井步涌观音塘2巷3号店),4,0.9,0.4,0.36
663,530,菜鸟驿站(深圳沙井步涌围后一巷5号店),4,0.55,0.4,0.22
579,463,中国移动5G(顺兴代理点),4,0.9,0.4,0.36
619,495,联昊通物流有限公司沙井分公司,4,0.9,0.4,0.36
625,500,联昊通快递,4,0.9,0.4,0.36
682,546,中国移动宽带报装点,4,0.55,0.4,0.22
797,638,中国移动,4,0.55,0.4,0.22
842,674,韵达快递,4,0.55,0.4,0.22
850,680,菜鸟驿站(步涌新村旧区西边46号好E家超市),4,0.55,0.4,0.22
850,680,菜鸟驿站(围后底六巷店),4,0.55,0.4,0.22
869,695,中国电信,4,0.55,0.4,0.22
720,576,天天快递(共和德玛分公司),4,0.55,0.4,0.22
1102,882,深圳市马上达物流有限公司,4,0.08,0.4,0.032
1305,1044,京东物流深圳沙井营业部,4,0.08,0.4,0.032
826,661,菜鸟驿站(深圳沙井大田东区1巷5号店),4,0.55,0.4,0.22
1199,959,永辉货运,4,0.08,0.4,0.032
965,772,安能,4,0.25,0.4,0.1
1013,810,速腾快递深圳沙井分公司,4,0.25,0.4,0.1
1035,828,速递易柜,4,0.25,0.4,0.1
964,771,菜鸟驿站(共和邮政代办所518104019),4,0.25,0.4,0.1
1276,1021,百世汇通,4,0.08,0.4,0.032
1143,914,韵达快递,4,0.08,0.4,0.032
1283,1026,百世汇通深圳市沙井D站,4,0.08,0.4,0.032
1273,1018,速递物流,4,0.08,0.4,0.032
1189,951,蜂巢快递柜,4,0.08,0.4,0.032
1059,847,韵达快运(步涌工业一路营业部),4,0.25,0.4,0.1
1064,851,快递物流代收点,4,0.25,0.4,0.1
1213,970,步涌兴隆路菜鸟驿站,4,0.08,0.4,0.032
1282,1026,兰兰,4,0.08,0.4,0.032
1294,1035,中国电信宽带受理点,4,0.08,0.4,0.032
290,232,速腾快递深圳沙井分公司,5,1,0.4,0.4
183,146,安能,5,1,0.4,0.4
365,292,中国电信宽带受理点,5,1,0.4,0.4
393,314,菜鸟驿站(共和邮政代办所518104019),5,1,0.4,0.4
668,534,菜鸟驿站(深圳沙井共和家和路43号店),5,0.55,0.4,0.22
646,517,菜鸟驿站(深圳共和福和路西4巷13号店),5,0.9,0.4,0.36
568,454,中国移动5G(顺兴代理点),5,0.9,0.4,0.36
550,440,菜鸟驿站(深圳沙井福和路东四巷15号体验店),5,0.9,0.4,0.36
583,466,中国移动(联达专营店),5,0.9,0.4,0.36
826,661,联昊通快递,5,0.55,0.4,0.22
817,654,联昊通物流有限公司沙井分公司,5,0.55,0.4,0.22
717,574,中国电信(步涌二路店),5,0.55,0.4,0.22
844,675,菜鸟驿站(深圳沙井上善居011店),5,0.55,0.4,0.22
774,619,菜鸟驿站,5,0.55,0.4,0.22
797,638,诚生隆桶装水配送中心,5,0.55,0.4,0.22
837,670,中国电信,5,0.55,0.4,0.22
852,682,菜鸟驿站(深圳沙井福和西八巷19号店),5,0.55,0.4,0.22
928,742,小兵驿站,5,0.25,0.4,0.1
904,723,中国电信,5,0.25,0.4,0.1
882,706,深圳市永华物流有限公司,5,0.25,0.4,0.1
920,736,中通快递,5,0.25,0.4,0.1
864,691,中通快递,5,0.55,0.4,0.22
681,545,沙井共和沟通100营业厅,5,0.55,0.4,0.22
875,700,菜鸟驿站(深圳沙井步涌北帝堂四巷四号店),5,0.25,0.4,0.1
935,748,菜鸟驿站(深圳步涌西边新区六巷7号店),5,0.25,0.4,0.1
851,681,韵达速递,5,0.55,0.4,0.22
694,555,中国电信(共和营业厅),5,0.55,0.4,0.22
866,693,百世快递共和营业部,5,0.55,0.4,0.22
888,710,菜鸟驿站(深圳沙井友谊路17号店),5,0.25,0.4,0.1
687,550,中国移动(沙井共和营业厅),5,0.55,0.4,0.22
867,694,菜鸟驿站(深圳沙井共和村西十三巷12号店),5,0.55,0.4,0.22
891,713,韵达快递(沙井沙三分部),5,0.25,0.4,0.1
1080,864,信丰物流(步涌二路),5,0.25,0.4,0.1
1080,864,深圳市信义丰物流有限公司,5,0.25,0.4,0.1
952,762,菜鸟联盟新桥站营业部,5,0.25,0.4,0.1
1033,826,沙井人民医院共和社区健康服务中心,5,0.25,0.4,0.1
1136,909,顺丰速运(沙三沙四站点),5,0.08,0.4,0.032
1194,955,京广速递沙井分公司,5,0.08,0.4,0.032
1233,986,菜鸟驿站(深圳沙井步涌围后一巷5号店),5,0.08,0.4,0.032
1194,955,远成快运(沙井一部),5,0.08,0.4,0.032
1009,807,中国电信(步涌二路专营店),5,0.25,0.4,0.1
1070,856,中国电信华为新成达手机卖场,5,0.25,0.4,0.1
1118,894,步涌一路岗瓦埔四巷7号菜鸟驿站,5,0.08,0.4,0.032
1221,977,深圳市沙井韵达东塘分部,5,0.08,0.4,0.032
1233,986,深圳市韵辉达物流有限公司,5,0.08,0.4,0.032
1120,896,菜鸟驿站(深圳沙井德馨苑店),5,0.08,0.4,0.032
1008,806,菜鸟驿站(深圳沙井开发路西三巷4号店),5,0.25,0.4,0.1
1238,990,仁虎运输,5,0.08,0.4,0.032
1274,1019,沙井大地货运,5,0.08,0.4,0.032
1257,1006,菜鸟驿站(深圳沙井西环路东一巷15号店),5,0.08,0.4,0.032
1164,931,德邦物流(沙井共和营业部),5,0.08,0.4,0.032
1236,989,安能物流,5,0.08,0.4,0.032
1263,1010,安能物流共和营业部,5,0.08,0.4,0.032
1277,1022,鑫烨通物流,5,0.08,0.4,0.032
21,17,中国电信中国联通,6,1,0.4,0.4
50,40,丰巢快递柜,6,1,0.4,0.4
107,86,松岗人民医院江边社区健康服务中心,6,1,0.4,0.4
222,178,菜鸟驿站(深圳松岗江边社区南四巷1号店),6,1,0.4,0.4
451,361,中通快递(江边营业部),6,0.9,0.4,0.36
567,454,深圳市鼎越物流有限公司,6,0.9,0.4,0.36
844,675,深圳松岗朗下新区四巷二号菜鸟驿站,6,0.55,0.4,0.22
645,516,菜鸟驿站(深圳松岗西岸华府北区11栋店),6,0.9,0.4,0.36
857,686,中国移动宽带报装点,6,0.55,0.4,0.22
1037,830,梁记邮政便民服务点,6,0.25,0.4,0.1
1043,834,福鸿邮政便民服务点,6,0.25,0.4,0.1
1159,927,顺丰速运(沙浦围营业站),6,0.08,0.4,0.032
928,742,松岗人民医院朗下社区健康服务中心,6,0.25,0.4,0.1
805,644,百世快运,6,0.55,0.4,0.22
1052,842,菜鸟驿站(深圳中海西岸华府南区110号店),6,0.25,0.4,0.1
1096,877,菜鸟驿站(深圳松岗中海西岸华府103号店),6,0.08,0.4,0.032
1035,828,安信通物流,6,0.25,0.4,0.1
1126,901,顺丰速运(江边营业站),6,0.08,0.4,0.032
1059,847,百腾物流(松福营业部),6,0.25,0.4,0.1
1270,1016,长城宽带(松岗营业厅),6,0.08,0.4,0.032
1150,920,中国电信(沙浦围营业厅),6,0.08,0.4,0.032
1211,969,松岗人民医院沙浦围社康中心,6,0.08,0.4,0.032
1211,969,沙浦围社区健康服务中心,6,0.08,0.4,0.032
1212,970,万德物流,6,0.08,0.4,0.032
1281,1025,韵达速递(众信分部),6,0.08,0.4,0.032
111,89,菜鸟驿站(深圳沙井大王山旧村一巷6号店),7,1,0.4,0.4
151,121,大王山邮政代办所,7,1,0.4,0.4
212,170,中国电信(沙井营业厅),7,1,0.4,0.4
191,153,中国电信(大王山营业厅),7,1,0.4,0.4
214,171,韵达快递,7,1,0.4,0.4
260,208,冠森供应链,7,1,0.4,0.4
456,365,菜鸟驿站(深圳沙井大王山骏苑37号店),7,0.9,0.4,0.36
319,255,丰巢快递柜,7,1,0.4,0.4
303,242,百世快递(西十巷),7,1,0.4,0.4
284,227,中国电信,7,1,0.4,0.4
464,371,宝安第二人民医院(集团)总医院大王山社区健康服务中心,7,0.9,0.4,0.36
464,371,沙井人民医院社康中心,7,0.9,0.4,0.36
464,371,沙井人民医院大王山社区健康服务中心,7,0.9,0.4,0.36
441,353,中铁物流集团飞豹快运,7,0.9,0.4,0.36
773,618,速辉邮政便民服务点,7,0.55,0.4,0.22
746,597,乘丰快运物流,7,0.55,0.4,0.22
1016,813,菜鸟驿站(深圳福永塘尾八区十二巷五号店),7,0.25,0.4,0.1
965,772,千鲜汇塘尾九区提货点,7,0.25,0.4,0.1
949,759,深圳市捷诚国际货运有限公司,7,0.25,0.4,0.1
772,618,安能物流(大王山工业四路),7,0.55,0.4,0.22
998,798,菜鸟驿站(塘尾八区九巷1号店),7,0.25,0.4,0.1
1080,864,顺丰速运(中盛公馆营业站),7,0.25,0.4,0.1
1240,992,菜鸟驿站(福永塘尾九区十五巷十三号店),7,0.08,0.4,0.032
1110,888,千玺物流,7,0.08,0.4,0.032
1250,1000,菜鸟驿站(接福路48号店),7,0.08,0.4,0.032
1248,998,中通快递,7,0.08,0.4,0.032
1263,1010,华展物流,7,0.08,0.4,0.032
1146,917,中国移动4G购机中心,7,0.08,0.4,0.032
1142,914,菜鸟驿站(深圳沙井星河荣御2117店),7,0.08,0.4,0.032
1168,934,菜鸟驿站,7,0.08,0.4,0.032
1227,982,康乐雪糕配送,7,0.08,0.4,0.032
1227,982,菜鸟驿站(深圳塘尾十三区店),7,0.08,0.4,0.032
1304,1043,安捷旅物流公司,7,0.08,0.4,0.032
1186,949,仕泉邮政便民服务点,7,0.08,0.4,0.032
1288,1030,顺丰速运(塘尾营业站),7,0.08,0.4,0.032
1228,982,海富邮政代办所,7,0.08,0.4,0.032
1193,954,百世快递宝安区一部,7,0.08,0.4,0.032
1298,1038,中国电信(塘尾营业厅),7,0.08,0.4,0.032
128,102,坣岗社区健康服务中心,8,1,0.4,0.4
128,102,壆岗社区健康服务中心,8,1,0.4,0.4
128,102,壆岗医院,8,1,0.4,0.4
128,102,坣岗医院,8,1,0.4,0.4
212,170,菜鸟驿站(深圳沙井北帝路4号103店),8,1,0.4,0.4
128,102,壆岗医院-深圳壆岗卫生院,8,1,0.4,0.4
507,406,菜鸟驿站(深圳沙井内头园23号店),8,0.9,0.4,0.36
484,387,深圳市振雄速递有限公司,8,0.9,0.4,0.36
611,489,菜鸟驿站(美宜佳1685园林新村店),8,0.9,0.4,0.36
388,310,中国电信(沙井营业厅),8,1,0.4,0.4
627,502,中国电信(坣岗营业厅),8,0.9,0.4,0.36
480,384,中国联通(沙井西荟城营业厅),8,0.9,0.4,0.36
480,384,中国联通智慧生活馆,8,0.9,0.4,0.36
471,377,菜鸟驿站(深圳沙井西荟城一期3栋店),8,0.9,0.4,0.36
632,506,安能博岗营业部,8,0.9,0.4,0.36
488,390,菜鸟驿站(深圳沙井西荟城三期店),8,0.9,0.4,0.36
555,444,中国移动(壆岗营业厅),8,0.9,0.4,0.36
587,470,申通快递(觉园新村营业部),8,0.9,0.4,0.36
678,542,长城宽带,8,0.55,0.4,0.22
537,430,快递e站,8,0.9,0.4,0.36
673,538,菜鸟驿站(深圳沙井觉园新村四巷8号店),8,0.55,0.4,0.22
