步行最短距离（m）,步行最短时间（s）,公共服务设施名称,ID,距离分类,权重,纠正后权重
898,718,宝兴第二幼儿园(公交站),7,0.25,0.75,0.1875
1062,850,金沙名都(公交站),7,0.25,0.75,0.1875
1269,1015,信维通信(公交站),7,0.08,0.75,0.06
1139,911,腾芳花园(公交站),7,0.08,0.75,0.06
1260,1008,沙井同心广场(公交站),7,0.08,0.75,0.06
1086,869,和二才生围路口(公交站),7,0.25,0.75,0.1875
1277,1022,敬邦公司(公交站),7,0.08,0.75,0.06
1273,1018,沙头工业区(公交站),7,0.08,0.75,0.06
1233,986,塘尾十三区(公交站),7,0.08,0.75,0.06
1249,999,星辰幼儿园(招呼站)(公交站),7,0.08,0.75,0.06
910,728,塘尾八区(招呼站)(公交站),7,0.25,0.75,0.1875
419,335,壆岗大厦(公交站),8,1,0.75,0.75
487,390,沙井(地铁站),8,0.9,0.75,0.675
524,419,西荟城广场(公交站),8,0.9,0.75,0.675
551,441,沙井地铁站1(公交站),8,0.9,0.75,0.675
719,575,沙井地铁站(公交站),8,0.55,0.75,0.4125
698,558,沙井赛格(公交站),8,0.55,0.75,0.4125
869,695,沙井公园(公交站),8,0.55,0.75,0.4125
791,633,拾悦城(公交站),8,0.55,0.75,0.4125
935,748,壆岗派出所(公交站),8,0.25,0.75,0.1875
774,619,觉园新村(公交站),8,0.55,0.75,0.4125
817,654,佳华天桥(公交站),8,0.55,0.75,0.4125
945,756,壆岗村(公交站),8,0.25,0.75,0.1875
903,722,拾悦里雅居公交首末站(公交站),8,0.25,0.75,0.1875
1085,868,沙井税务(公交站),8,0.25,0.75,0.1875
1034,827,万丰社区(公交站),8,0.25,0.75,0.1875
1082,866,蚝乡(公交站),8,0.25,0.75,0.1875
1030,824,沙井街道办(公交站),8,0.25,0.75,0.1875
1236,989,马安山(公交站),8,0.08,0.75,0.06
1283,1026,盛芳园(公交站),8,0.08,0.75,0.06
1210,968,明珠市场(公交站),8,0.08,0.75,0.06
1292,1034,奥创动力(公交站),8,0.08,0.75,0.06
1019,815,新桥万家百货(公交站),8,0.25,0.75,0.1875
459,367,佳华天桥(公交站),9,0.9,0.75,0.675
372,298,壆岗村(公交站),9,1,0.75,0.75
302,242,万丰社区(公交站),9,1,0.75,0.75
715,572,拾悦城(公交站),9,0.55,0.75,0.4125
489,391,新桥市民广场(公交站),9,0.9,0.75,0.675
815,652,拾悦里雅居公交首末站(公交站),9,0.55,0.75,0.4125
844,675,沙井(地铁站),9,0.55,0.75,0.4125
760,608,中心新沙路口(公交站),9,0.55,0.75,0.4125
712,570,马安山(公交站),9,0.55,0.75,0.4125
771,617,新桥中心公园(公交站),9,0.55,0.75,0.4125
910,728,壆岗大厦(公交站),9,0.25,0.75,0.1875
993,794,沙井地铁站(公交站),9,0.25,0.75,0.1875
920,736,新桥天虹商场1(公交站),9,0.25,0.75,0.1875
932,746,新桥天虹商场(公交站),9,0.25,0.75,0.1875
956,765,新桥市民广场南(公交站),9,0.25,0.75,0.1875
1133,906,沙井地铁站1(公交站),9,0.08,0.75,0.06
1237,990,华一实验学校(公交站),9,0.08,0.75,0.06
1041,833,沙井宝安书城(公交站),9,0.25,0.75,0.1875
1280,1024,沙井赛格(公交站),9,0.08,0.75,0.06
1247,998,上星学校(公交站),9,0.08,0.75,0.06
1288,1030,丽沙花都(公交站),9,0.08,0.75,0.06
1264,1011,上星社区(公交站),9,0.08,0.75,0.06
287,230,新桥万家百货(公交站),9,1,0.75,0.75
650,520,上星中心公园(公交站),9,0.9,0.75,0.675
186,149,东塘村(公交站),10,1,0.75,0.75
287,230,东塘街路口(公交站),10,1,0.75,0.75
353,282,沙井京基百纳(公交站),10,1,0.75,0.75
413,330,沙井街道办(公交站),10,1,0.75,0.75
505,404,沙井京基百纳西(公交站),10,0.9,0.75,0.675
522,418,东塘村围仔(公交站),10,0.9,0.75,0.675
599,479,市中西医结合医院(公交站),10,0.9,0.75,0.675
789,631,奥创动力(公交站),10,0.55,0.75,0.4125
1009,807,明珠市场(公交站),10,0.25,0.75,0.1875
918,734,西荟城广场(公交站),10,0.25,0.75,0.1875
875,700,东兴花园(公交站),10,0.25,0.75,0.1875
1083,866,沙井星河名苑(公交站),10,0.25,0.75,0.1875
978,782,茭塘村口(公交站),10,0.25,0.75,0.1875
1300,1040,盛芳园(公交站),10,0.08,0.75,0.06
950,760,沙头工业区(公交站),10,0.25,0.75,0.1875
1029,823,凯嘉酒店(公交站),10,0.25,0.75,0.1875
1159,927,沙井金沙市场(公交站),10,0.08,0.75,0.06
1127,902,新沙天虹购物中心(公交站),10,0.08,0.75,0.06
1108,886,沙井星河荣御公交首末站场站(公交站),10,0.08,0.75,0.06
1134,907,捷和电机(公交站),10,0.08,0.75,0.06
969,775,洪圣古庙(公交站),10,0.25,0.75,0.1875
1263,1010,辛养村(公交站),10,0.08,0.75,0.06
1247,998,水产市场(公交站),10,0.08,0.75,0.06
1214,971,竞华电子(公交站),10,0.08,0.75,0.06
525,420,沙井人民医院(公交站),10,0.9,0.75,0.675
181,145,兼松合利(公交站),11,1,0.75,0.75
354,283,学府雅苑(公交站),11,1,0.75,0.75
447,358,沙井马安山(公交站),11,0.9,0.75,0.675
471,377,马安山(地铁站),11,0.9,0.75,0.675
560,448,宝兴科技(公交站),11,0.9,0.75,0.675
478,382,茭塘村(公交站),11,0.9,0.75,0.675
525,420,马安山地铁站(公交站),11,0.9,0.75,0.675
666,533,万丰(公交站),11,0.55,0.75,0.4125
1211,969,大王山公园(公交站),11,0.08,0.75,0.06
782,626,新桥万丰工业区(公交站),11,0.55,0.75,0.4125
873,698,南沙派出所(公交站),11,0.25,0.75,0.1875
1092,874,捷和电机(公交站),11,0.08,0.75,0.06
1172,938,南沙派出所西(公交站),11,0.08,0.75,0.06
1204,963,沙头路口(公交站),11,0.08,0.75,0.06
1154,923,马安山(公交站),11,0.08,0.75,0.06
1269,1015,塘尾北(公交站),11,0.08,0.75,0.06
1248,998,万丰派出所(公交站),11,0.08,0.75,0.06
1122,898,宝安大道沙浦路口(公交站),11,0.08,0.75,0.06
205,164,桥头鸿德园(公交站),12,1,0.75,0.75
418,334,桥头市场(公交站),12,1,0.75,0.75
429,343,福海街道办(公交站),12,1,0.75,0.75
532,426,永威五金塑料厂(公交站),12,0.9,0.75,0.675
616,493,和平世家花园(公交站),12,0.9,0.75,0.675
568,454,福海格林小镇(公交站),12,0.9,0.75,0.675
838,670,桥头地铁站1(公交站),12,0.55,0.75,0.4125
862,690,桥塘路中(公交站),12,0.55,0.75,0.4125
965,772,桥头(地铁站),12,0.25,0.75,0.1875
1048,838,桥头地铁站(公交站),12,0.25,0.75,0.1875
896,717,桥头(公交站),12,0.25,0.75,0.1875
1037,830,福永水厂(公交站),12,0.25,0.75,0.1875
1014,811,桥头股份合作公司(公交站),12,0.25,0.75,0.1875
1090,872,稔山工业区(公交站),12,0.08,0.75,0.06
926,741,和平村口(公交站),12,0.25,0.75,0.1875
1231,985,立新湖创意园(招呼站)(公交站),12,0.08,0.75,0.06
1127,902,福永伟创力(公交站),12,0.08,0.75,0.06
1295,1036,立新湖公园(公交站),12,0.08,0.75,0.06
316,253,温馨路口(公交站),13,1,0.75,0.75
439,351,石厦名苑(公交站),13,0.9,0.75,0.675
580,464,龙翔山庄(公交站),13,0.9,0.75,0.675
743,594,永恒大厦(公交站),13,0.55,0.75,0.4125
798,638,福永康之宝(公交站),13,0.55,0.75,0.4125
847,678,白石厦村(公交站),13,0.55,0.75,0.4125
833,666,福永卫生监督所公交总站(公交站),13,0.55,0.75,0.4125
729,583,福永桥底(公交站),13,0.55,0.75,0.4125
753,602,福永卫生监督所(公交站),13,0.55,0.75,0.4125
906,725,汉永酒店(公交站),13,0.25,0.75,0.1875
912,730,福永街道办(公交站),13,0.25,0.75,0.1875
752,602,立新湖花园(公交站),13,0.55,0.75,0.4125
793,634,望牛亭公园(公交站),13,0.55,0.75,0.4125
1034,827,福永医院(公交站),13,0.25,0.75,0.1875
1197,958,万福广场(公交站),13,0.08,0.75,0.06
1179,943,万福广场西(公交站),13,0.08,0.75,0.06
1098,878,凤凰花苑(公交站),13,0.08,0.75,0.06
1269,1015,福永汽车站1(公交站),13,0.08,0.75,0.06
1259,1007,凤凰花苑1(公交站),13,0.08,0.75,0.06
1125,900,中信工业区(公交站),13,0.08,0.75,0.06
1177,942,白石厦公交总站(公交站),13,0.08,0.75,0.06
1188,950,立新湖公交总站(公交站),13,0.08,0.75,0.06
1299,1039,立新湖外国语学校(公交站),13,0.08,0.75,0.06
1251,1001,立新福洲大道路口(公交站),13,0.08,0.75,0.06
1137,910,福永车站(公交站),13,0.08,0.75,0.06
158,126,怀德社区(公交站),14,1,0.75,0.75
457,366,福永小学(公交站),14,0.9,0.75,0.675
695,556,福永医院(公交站),14,0.55,0.75,0.4125
463,370,福永交管所(公交站),14,0.9,0.75,0.675
524,419,万福广场(公交站),14,0.9,0.75,0.675
741,593,福永市场(公交站),14,0.55,0.75,0.4125
717,574,福永街道办(公交站),14,0.55,0.75,0.4125
1136,909,洋田路口(公交站),14,0.08,0.75,0.06
727,582,万福广场西(公交站),14,0.55,0.75,0.4125
890,712,福永康之宝(公交站),14,0.25,0.75,0.1875
899,719,永恒大厦(公交站),14,0.25,0.75,0.1875
1257,1006,翠岗西路口(公交站),14,0.08,0.75,0.06
1175,940,福永中学(公交站),14,0.08,0.75,0.06
1069,855,福永供电站(公交站),14,0.25,0.75,0.1875
1162,930,龙翔山庄(公交站),14,0.08,0.75,0.06
1074,859,咸田二区(公交站),14,0.25,0.75,0.1875
955,764,汉永酒店(公交站),14,0.25,0.75,0.1875
1048,838,福永海鲜市场(公交站),14,0.25,0.75,0.1875
1208,966,怀德公园(公交站),14,0.08,0.75,0.06
1208,966,福永桥底(公交站),14,0.08,0.75,0.06
146,117,怀德(地铁站),14,1,0.75,0.75
1302,1042,福永车站(公交站),14,0.08,0.75,0.06
166,133,新和村(公交站),15,1,0.75,0.75
238,190,新和天桥2(公交站),15,1,0.75,0.75
358,286,福桥(公交站),15,1,0.75,0.75
312,250,新和天桥3(公交站),15,1,0.75,0.75
389,311,新和天桥1(公交站),15,1,0.75,0.75
446,357,新和二区(公交站),15,0.9,0.75,0.675
651,521,福永地铁站1(公交站),15,0.9,0.75,0.675
688,550,福永地铁站(公交站),15,0.55,0.75,0.4125
721,577,福永(地铁站),15,0.55,0.75,0.4125
817,654,新和一区(公交站),15,0.55,0.75,0.4125
1169,935,美希美工业园1(公交站),15,0.08,0.75,0.06
935,748,美希美工业园(公交站),15,0.25,0.75,0.1875
1062,850,福海(公交站),15,0.25,0.75,0.1875
1243,994,福永市场(公交站),15,0.08,0.75,0.06
1242,994,新和公交场站(公交站),15,0.08,0.75,0.06
1097,878,福永海鲜市场(公交站),15,0.08,0.75,0.06
1078,862,富桥工业区(公交站),15,0.25,0.75,0.1875
1206,965,福海天桥(公交站),15,0.08,0.75,0.06
290,232,福永海鲜市场(公交站),16,1,0.75,0.75
278,222,福永交管所(公交站),16,1,0.75,0.75
473,378,福永市场(公交站),16,0.9,0.75,0.675
688,550,怀德新村(公交站),16,0.55,0.75,0.4125
866,693,洋田路口(公交站),16,0.55,0.75,0.4125
761,609,咸田二区(公交站),16,0.55,0.75,0.4125
743,594,新和天桥1(公交站),16,0.55,0.75,0.4125
802,642,新和天桥3(公交站),16,0.55,0.75,0.4125
780,624,福永小学(公交站),16,0.55,0.75,0.4125
692,554,怀德社区(公交站),16,0.55,0.75,0.4125
877,702,新和天桥2(公交站),16,0.25,0.75,0.1875
1110,888,翠岗公园(公交站),16,0.08,0.75,0.06
907,726,福永中学(公交站),16,0.25,0.75,0.1875
1054,843,福永医院(公交站),16,0.25,0.75,0.1875
1280,1024,福永翠岗二区(公交站),16,0.08,0.75,0.06
1183,946,乐惠多购物广场(公交站),16,0.08,0.75,0.06
1255,1004,福桥(公交站),16,0.08,0.75,0.06
1207,966,新和村(公交站),16,0.08,0.75,0.06
1058,846,万福广场(公交站),16,0.25,0.75,0.1875
1254,1003,福永地铁站1(公交站),16,0.08,0.75,0.06
1291,1033,福永地铁站(公交站),16,0.08,0.75,0.06
1150,920,立新福洲大道路口(公交站),16,0.08,0.75,0.06
1251,1001,福永街道办(公交站),16,0.08,0.75,0.06
1291,1033,永福苑(公交站),16,0.08,0.75,0.06
1261,1009,万福广场西(公交站),16,0.08,0.75,0.06
588,470,怀德(地铁站),16,0.9,0.75,0.675
553,442,福围(公交站),17,0.9,0.75,0.675
819,655,福中工业区(公交站),17,0.55,0.75,0.4125
579,463,怀德翠岗(公交站),17,0.9,0.75,0.675
660,528,下十围第一工业区(公交站),17,0.55,0.75,0.4125
1209,967,怡丰酒店1(公交站),17,0.08,0.75,0.06
1163,930,福永翠岗二区(公交站),17,0.08,0.75,0.06
839,671,永福苑(公交站),17,0.55,0.75,0.4125
889,711,机场东地铁公交接驳站(公交站),17,0.25,0.75,0.1875
912,730,怀德商贸城(公交站),17,0.25,0.75,0.1875
1160,928,福永交警中队(公交站),17,0.08,0.75,0.06
992,794,平安居场站(公交站),17,0.25,0.75,0.1875
955,764,机场东(地铁站),17,0.25,0.75,0.1875
926,741,机场东地铁站-04(公交站),17,0.25,0.75,0.1875
937,750,机场东地铁站西(公交站),17,0.25,0.75,0.1875
1074,859,凌霄花园(招呼站)(公交站),17,0.25,0.75,0.1875
1077,862,机场东地铁站(公交站),17,0.25,0.75,0.1875
1078,862,机场东(公交站),17,0.25,0.75,0.1875
1290,1032,鸿兴印刷厂(公交站),17,0.08,0.75,0.06
1272,1018,企岗山花园场站(公交站),17,0.08,0.75,0.06
1283,1026,企岗山花园总站(公交站),17,0.08,0.75,0.06
707,566,翠岗工业园(地铁站),17,0.55,0.75,0.4125
1119,895,怡丰酒店(公交站),17,0.08,0.75,0.06
103,82,塘下涌广场(公交站),18,1,0.75,0.75
178,142,塘下涌市场(公交站),18,1,0.75,0.75
428,342,燕罗众福路口(公交站),18,1,0.75,0.75
590,472,燕罗广田人行天桥(公交站),18,0.9,0.75,0.675
634,507,塘下涌社康中心(公交站),18,0.9,0.75,0.675
757,606,众和花园(公交站),18,0.55,0.75,0.4125
935,748,燕罗朗月路口(公交站),18,0.25,0.75,0.1875
667,534,鑫伟润产业园(公交站),18,0.55,0.75,0.4125
1082,866,化雨中英文学校(公交站),18,0.25,0.75,0.1875
1016,813,塘下涌工业大道中(公交站),18,0.25,0.75,0.1875
1239,991,红围公园(公交站),18,0.08,0.75,0.06
1222,978,燕罗颐年社康中心(公交站),18,0.08,0.75,0.06
239,191,东方居委会(公交站),19,1,0.75,0.75
398,318,松岗邮电局(公交站),19,1,0.75,0.75
425,340,水围路口(公交站),19,1,0.75,0.75
651,521,松岗天虹商场(公交站),19,0.9,0.75,0.675
887,710,松岗天虹商场1(公交站),19,0.25,0.75,0.1875
769,615,松岗红星社区(公交站),19,0.55,0.75,0.4125
977,782,松裕立交(公交站),19,0.25,0.75,0.1875
983,786,松裕立交(南行)(公交站),19,0.25,0.75,0.1875
827,662,松岗街道办(公交站),19,0.55,0.75,0.4125
783,626,翡翠市场(公交站),19,0.55,0.75,0.4125
1204,963,松裕立交(北行)(公交站),19,0.08,0.75,0.06
894,715,松岗天虹商场北(公交站),19,0.25,0.75,0.1875
1163,930,松岗第三小学(公交站),19,0.08,0.75,0.06
1165,932,湾头村西区(公交站),19,0.08,0.75,0.06
1178,942,松岗影剧院2(公交站),19,0.08,0.75,0.06
1279,1023,招行松岗支行(公交站),19,0.08,0.75,0.06
1106,885,红星社康中心(公交站),19,0.08,0.75,0.06
1283,1026,星港城购物中心(公交站),19,0.08,0.75,0.06
1160,928,东方立业路口(公交站),19,0.08,0.75,0.06
1211,969,松岗立交(公交站),19,0.08,0.75,0.06
1270,1016,松岗文化艺术中心(公交站),19,0.08,0.75,0.06
399,319,松岗东升实验学校(公交站),20,1,0.75,0.75
427,342,前进公社(公交站),20,1,0.75,0.75
538,430,楼岗社区(公交站),20,0.9,0.75,0.675
826,661,松岗燕罗公交总站(公交站),20,0.55,0.75,0.4125
420,336,燕罗公交总站(公交站),20,1,0.75,0.75
859,687,燕罗公交总站1(公交站),20,0.55,0.75,0.4125
719,575,楼岗大洋工业区(公交站),20,0.55,0.75,0.4125
850,680,居乐苑(公交站),20,0.55,0.75,0.4125
911,729,翡翠阳光名苑(公交站),20,0.25,0.75,0.1875
1164,931,松岗中英文学校(公交站),20,0.08,0.75,0.06
729,583,松岗第二小学(公交站),20,0.55,0.75,0.4125
848,678,松岗汽车站东(公交站),20,0.55,0.75,0.4125
855,684,松岗汽车站公交场站(公交站),20,0.55,0.75,0.4125
1080,864,招行松岗支行(公交站),20,0.25,0.75,0.1875
943,754,创裕工业园(公交站),20,0.25,0.75,0.1875
998,798,联投东方(公交站),20,0.25,0.75,0.1875
1084,867,松岗汽车站(公交站),20,0.25,0.75,0.1875
1053,842,汉海达(公交站),20,0.25,0.75,0.1875
1234,987,松岗体育中心(公交站),20,0.08,0.75,0.06
1283,1026,松岗街道办(公交站),20,0.08,0.75,0.06
1193,954,山门场站(公交站),20,0.08,0.75,0.06
1181,945,深圳松岗山门场站(公交站),20,0.08,0.75,0.06
1171,937,金帝都酒店(公交站),20,0.08,0.75,0.06
1097,878,中闽花园(公交站),20,0.08,0.75,0.06
169,135,松岗红星社区(公交站),21,1,0.75,0.75
621,497,松岗第三小学(公交站),21,0.9,0.75,0.675
385,308,翡翠市场(公交站),21,1,0.75,0.75
732,586,红星社康中心(公交站),21,0.55,0.75,0.4125
484,387,水围路口(公交站),21,0.9,0.75,0.675
960,768,红星花园(公交站),21,0.25,0.75,0.1875
677,542,东方居委会(公交站),21,0.55,0.75,0.4125
1001,801,湾头村西区(公交站),21,0.25,0.75,0.1875
1246,997,松瑞路口桥(公交站),21,0.08,0.75,0.06
1173,938,星际家园(公交站),21,0.08,0.75,0.06
929,743,松岗影剧院2(公交站),21,0.25,0.75,0.1875
1001,801,花果山居委会(公交站),21,0.25,0.75,0.1875
991,793,松岗税务(公交站),21,0.25,0.75,0.1875
1079,863,松岗影剧院(公交站),21,0.25,0.75,0.1875
1080,864,松岗影剧院1(公交站),21,0.25,0.75,0.1875
1083,866,松岗桥底(公交站),21,0.25,0.75,0.1875
914,731,松岗邮电局(公交站),21,0.25,0.75,0.1875
1046,837,星港城购物中心(公交站),21,0.25,0.75,0.1875
1253,1002,花果山站(公交站),21,0.08,0.75,0.06
1278,1022,松岗花果山公园(南行)(公交站),21,0.08,0.75,0.06
1268,1014,松岗花果山公园(公交站),21,0.08,0.75,0.06
1273,1018,松岗花果山公园(北行)(公交站),21,0.08,0.75,0.06
1090,872,星港城购物中心1(公交站),21,0.08,0.75,0.06
1183,946,松岗天虹商场(公交站),21,0.08,0.75,0.06
1033,826,松岗文化艺术中心(公交站),21,0.25,0.75,0.1875
1275,1020,松岗花果山(公交站),21,0.08,0.75,0.06
346,277,松岗桥底(公交站),22,1,0.75,0.75
349,279,松岗影剧院1(公交站),22,1,0.75,0.75
350,280,松岗影剧院(公交站),22,1,0.75,0.75
314,251,花果山站(公交站),22,1,0.75,0.75
240,192,花果山居委会(公交站),22,1,0.75,0.75
329,263,松岗花果山公园(公交站),22,1,0.75,0.75
334,267,松岗花果山公园(北行)(公交站),22,1,0.75,0.75
454,363,松岗影剧院2(公交站),22,0.9,0.75,0.675
417,334,松岗花果山公园(南行)(公交站),22,1,0.75,0.75
488,390,星港城购物中心(公交站),22,0.9,0.75,0.675
702,562,星港城购物中心1(公交站),22,0.55,0.75,0.4125
621,497,松岗税务(公交站),22,0.9,0.75,0.675
965,772,集信名城(公交站),22,0.25,0.75,0.1875
820,656,松岗汽车站(公交站),22,0.55,0.75,0.4125
966,773,翡翠市场(公交站),22,0.25,0.75,0.1875
874,699,松岗公园(地铁站),22,0.25,0.75,0.1875
955,764,松岗公园地铁站(公交站),22,0.25,0.75,0.1875
953,762,勋业街路口(公交站),22,0.25,0.75,0.1875
836,669,松岗汽车站公交场站(公交站),22,0.55,0.75,0.4125
817,654,松岗汽车站东(公交站),22,0.55,0.75,0.4125
893,714,松岗人民医院(公交站),22,0.25,0.75,0.1875
